clazz,round0,round1,round2,round3,round4,round5,avg.
org.jfree.data.xy.CategoryTableXYDataset,0.0003,0.0003,0.0003,0.0003,0.0003,0.0003,0.0003
org.jfree.data.time.TimePeriodValuesCollection,0.0003,0.0003,0.0003,0.0003,0.0003,0.0003,0.0003
org.jfree.data.flow.DefaultFlowDataset,0.0003,0.0003,0.0003,0.0003,0.0003,0.0003,0.0003
org.jfree.chart.renderer.category.ScatterRenderer,0.0003,0.0003,0.0003,0.0003,0.0003,0.0003,0.0003
org.jfree.chart.renderer.xy.XYErrorRenderer,0.0003,0.0003,0.0003,0.0003,0.0003,0.0003,0.0003
org.jfree.chart.block.CenterArrangement,0.0003,0.0003,0.0003,0.0003,0.0003,0.0003,0.0003
org.jfree.chart.entity.CategoryItemEntity,0.0003,0.0003,0.0003,0.0003,0.0003,0.0003,0.0003
org.jfree.chart.renderer.category.StackedBarRenderer,0.0003,0.0003,0.0003,0.0003,0.0003,0.0003,0.0003
org.jfree.data.xy.YIntervalSeriesCollection,0.0003,0.0003,0.0003,0.0003,0.0003,0.0003,0.0003
org.jfree.data.xy.DefaultWindDataset,0.0003,0.0003,0.0003,0.0003,0.0003,0.0003,0.0003
org.jfree.chart.labels.StandardPieSectionLabelGenerator,0.0003,0.0003,0.0003,0.0003,0.0003,0.0003,0.0003
org.jfree.data.statistics.SimpleHistogramDataset,0.0003,0.0003,0.0003,0.0003,0.0003,0.0003,0.0003
org.jfree.chart.entity.PieSectionEntity,0.0003,0.0003,0.0003,0.0003,0.0003,0.0003,0.0003
org.jfree.chart.axis.ValueTick,0.0003,0.0002,0.0003,0.0003,0.0003,0.0003,0.0003
org.jfree.chart.plot.CrosshairState,0.0003,0.0002,0.0003,0.0003,0.0003,0.0003,0.0003
org.jfree.chart.annotations.XYShapeAnnotation,0.0003,0.0002,0.0003,0.0003,0.0003,0.0003,0.0003
org.jfree.chart.renderer.category.IntervalBarRenderer,0.0003,0.0003,0.0003,0.0002,0.0002,0.0003,0.0003
org.jfree.chart.renderer.category.CategoryItemRendererState,0.0002,0.0002,0.0003,0.0003,0.0003,0.0003,0.0003
org.jfree.chart.renderer.xy.HighLowRenderer,0.0003,0.0002,0.0002,0.0003,0.0002,0.0002,0.0002
org.jfree.chart.axis.SymbolAxis,0.0003,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002
org.jfree.chart.block.LineBorder,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002
org.jfree.chart.renderer.xy.GradientXYBarPainter,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002
org.jfree.chart.labels.StandardCategoryItemLabelGenerator,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002
org.jfree.chart.renderer.xy.XYBubbleRenderer,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002
org.jfree.data.xy.XYBarDataset,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002
org.jfree.data.time.TimePeriodAnchor,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002
org.jfree.chart.util.CloneUtils,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002
org.jfree.chart.plot.dial.DialBackground,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002
org.jfree.chart.labels.StandardXYToolTipGenerator,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002
org.jfree.chart.ui.Size2D,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002
org.jfree.data.KeyedObject,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002
org.jfree.data.statistics.HistogramBin,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002
org.jfree.data.xy.XYCoordinate,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002
org.jfree.chart.urls.CustomPieURLGenerator,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002
org.jfree.data.time.ohlc.OHLC,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002
org.jfree.chart.renderer.xy.StackedXYBarRenderer,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002
org.jfree.data.xy.XYInterval,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002
org.jfree.chart.renderer.RendererState,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002
org.jfree.chart.axis.DateTickMarkPosition,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002
org.jfree.chart.entity.LegendItemEntity,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002
org.jfree.chart.entity.XYItemEntity,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002
org.jfree.chart.urls.CustomXYURLGenerator,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002
org.jfree.chart.urls.CustomCategoryURLGenerator,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002
org.jfree.chart.block.BlockParams,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002
org.jfree.chart.renderer.xy.ClusteredXYBarRenderer,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002
org.jfree.data.xy.DefaultHighLowDataset,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002
org.jfree.chart.renderer.xy.XYSplineRenderer,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002
org.jfree.data.time.MovingAverage,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002
org.jfree.chart.plot.MeterInterval,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002
org.jfree.data.KeyedValueComparator,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002
org.jfree.chart.entity.StandardEntityCollection,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002
org.jfree.data.xy.DefaultOHLCDataset,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002
org.jfree.chart.util.ArrayUtils,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002
org.jfree.chart.urls.TimeSeriesURLGenerator,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002
org.jfree.chart.labels.HighLowItemLabelGenerator,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002
org.jfree.chart.block.ColorBlock,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002
org.jfree.data.xy.Vector,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002
org.jfree.data.statistics.MeanAndStandardDeviation,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002
org.jfree.chart.axis.MonthDateFormat,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002
org.jfree.chart.axis.ExtendedCategoryAxis,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002
org.jfree.data.xy.VectorSeriesCollection,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002
org.jfree.data.xy.AbstractIntervalXYDataset,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002
org.jfree.chart.event.RendererChangeEvent,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002
org.jfree.chart.util.DefaultShadowGenerator,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002
org.jfree.chart.renderer.category.CategoryStepRenderer,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002
org.jfree.chart.axis.ModuloAxis,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002
org.jfree.chart.axis.DateAxis$DefaultTimeline,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002
org.jfree.data.xy.XIntervalSeriesCollection,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002
org.jfree.chart.renderer.AreaRendererEndType,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002
org.jfree.chart.urls.StandardCategoryURLGenerator,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002
org.jfree.chart.plot.PolarAxisLocation,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002
org.jfree.chart.util.LogFormat,0.0002,0.0002,0.0002,0.0001,0.0001,0.0002,0.0002
org.jfree.chart.renderer.xy.DeviationRenderer,0.0002,0.0002,0.0002,0.0002,0.0002,0.0001,0.0002
org.jfree.chart.urls.StandardPieURLGenerator,0.0002,0.0002,0.0001,0.0001,0.0002,0.0002,0.0002
org.jfree.data.flow.NodeKey,0.0002,0.0001,0.0002,0.0001,0.0001,0.0001,0.0001
org.jfree.chart.plot.dial.DialPointer$Pin,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001
org.jfree.data.xy.OHLCDataItem,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001
org.jfree.data.xy.YInterval,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001
org.jfree.chart.axis.MarkerAxisBand,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001
org.jfree.chart.entity.FlowEntity,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001
org.jfree.chart.plot.CategoryCrosshairState,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001
org.jfree.data.xy.XYIntervalSeries,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001
org.jfree.data.general.DefaultKeyedValueDataset,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001
org.jfree.chart.labels.CustomXYToolTipGenerator,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001
org.jfree.chart.labels.BubbleXYItemLabelGenerator,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001
org.jfree.chart.entity.CategoryLabelEntity,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001
org.jfree.data.time.TimePeriodValue,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001
org.jfree.data.xy.YWithXInterval,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001
org.jfree.chart.panel.CrosshairOverlay,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001
org.jfree.chart.imagemap.ImageMapUtils,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001
org.jfree.data.xy.XYIntervalDataItem,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001
org.jfree.chart.plot.dial.DialPointer$Pointer,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001
org.jfree.data.time.ohlc.OHLCSeries,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001
org.jfree.chart.urls.StandardXYURLGenerator,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001
org.jfree.chart.renderer.category.StackedAreaRenderer,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001
org.jfree.data.DefaultKeyedValue,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001
org.jfree.data.xy.YIntervalSeries,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001
org.jfree.chart.labels.MultipleXYSeriesLabelGenerator,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001
org.jfree.chart.util.XYCoordinateType,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001
org.jfree.chart.renderer.LookupPaintScale$PaintItem,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001
org.jfree.data.xy.WindDataItem,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001
org.jfree.data.function.NormalDistributionFunction2D,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001
org.jfree.chart.labels.StandardCrosshairLabelGenerator,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001
org.jfree.chart.labels.StandardXYZToolTipGenerator,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001
org.jfree.chart.plot.dial.DialPointer,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001
org.jfree.chart.plot.PiePlotState,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001
org.jfree.chart.needle.ArrowNeedle,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001
org.jfree.chart.axis.DateTick,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001
org.jfree.data.xy.XIntervalSeries,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001
org.jfree.chart.block.EmptyBlock,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001
org.jfree.data.xy.VectorSeries,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001
org.jfree.data.time.FixedMillisecond,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001
org.jfree.chart.util.ResourceBundleWrapper,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001
org.jfree.chart.renderer.xy.YIntervalRenderer,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001
org.jfree.chart.text.G2TextMeasurer,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001
org.jfree.data.xy.MatrixSeriesCollection,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001
org.jfree.chart.axis.QuarterDateFormat,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001
org.jfree.data.xy.YIntervalDataItem,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001
org.jfree.chart.renderer.Outlier,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001
org.jfree.chart.labels.StandardFlowLabelGenerator,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001
org.jfree.chart.block.BlockResult,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001
org.jfree.chart.renderer.xy.VectorRenderer,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001
org.jfree.data.function.LineFunction2D,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001
org.jfree.chart.labels.StandardXYItemLabelGenerator,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001
org.jfree.chart.labels.BoxAndWhiskerXYToolTipGenerator,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001
org.jfree.chart.renderer.OutlierListCollection,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001
org.jfree.chart.renderer.xy.XYItemRendererState,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001
org.jfree.chart.renderer.xy.DeviationStepRenderer,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001
org.jfree.data.DomainOrder,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001
org.jfree.chart.plot.DialShape,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001
org.jfree.chart.labels.IntervalCategoryToolTipGenerator,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001
org.jfree.data.function.PolynomialFunction2D,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001
org.jfree.data.time.ohlc.OHLCItem,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001
org.jfree.chart.renderer.xy.StandardXYBarPainter,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001
org.jfree.chart.renderer.category.StandardBarPainter,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001
org.jfree.data.xy.XIntervalDataItem,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001
org.jfree.chart.renderer.category.MinMaxCategoryRenderer$2,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001
org.jfree.chart.plot.AbstractPieLabelDistributor,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
org.jfree.data.function.PowerFunction2D,0.0000,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000
org.jfree.chart.util.ObjectList,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
org.jfree.chart.needle.LongNeedle,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
org.jfree.chart.needle.MiddlePinNeedle,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
org.jfree.chart.needle.ShipNeedle,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
org.jfree.data.statistics.HistogramType,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
org.jfree.chart.needle.LineNeedle,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
org.jfree.chart.labels.BoxAndWhiskerToolTipGenerator,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
org.jfree.chart.needle.WindNeedle,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
org.jfree.chart.renderer.xy.StackedXYAreaRenderer$StackedXYAreaRendererState,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
org.jfree.chart.labels.SymbolicXYItemLabelGenerator,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
org.jfree.chart.needle.PlumNeedle,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
org.jfree.chart.needle.PinNeedle,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
org.jfree.chart.needle.PointerNeedle,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
org.jfree.chart.renderer.xy.XYLineAndShapeRenderer$State,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
org.jfree.chart.entity.AxisEntity,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
org.jfree.chart.entity.TitleEntity,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
org.jfree.chart.util.HMSNumberFormat,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
org.jfree.chart.labels.IntervalXYItemLabelGenerator,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
org.jfree.chart.event.AnnotationChangeEvent,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
org.jfree.chart.entity.JFreeChartEntity,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
org.jfree.chart.panel.AbstractOverlay,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
org.jfree.chart.entity.PlotEntity,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
org.jfree.data.xy.VectorDataItem,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
org.jfree.chart.axis.StandardTickUnitSource,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
org.jfree.chart.ChartFactory,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
org.jfree.data.resources.DataPackageResources,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
org.jfree.chart.title.ShortTextTitle,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
org.jfree.data.general.DatasetChangeEvent,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
org.jfree.chart.util.AttrStringUtils,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
org.jfree.chart.renderer.xy.WindItemRenderer,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
