clazz,method,methodDesc,indexes,mutator,test,default,single-group,single-group_errors-at-the-end,by-proportions
org.apache.commons.cli.PatternOptionBuilder,parsePattern,(Ljava/lang/String;)Lorg/apache/commons/cli/Options;,[186],org.pitest.mutationtest.engine.gregor.mutators.returns.NullReturnValsMutator,org.apache.commons.cli.PatternOptionBuilderTest.[engine:junit-jupiter]/[class:org.apache.commons.cli.PatternOptionBuilderTest]/[method:testExistingFilePattern()],False,False,False,
org.apache.commons.cli.PatternOptionBuilder,parsePattern,(Ljava/lang/String;)Lorg/apache/commons/cli/Options;,[186],org.pitest.mutationtest.engine.gregor.mutators.returns.NullReturnValsMutator,org.apache.commons.cli.PatternOptionBuilderTest.[engine:junit-jupiter]/[class:org.apache.commons.cli.PatternOptionBuilderTest]/[method:testExistingFilePatternFileNotExist()],False,False,False,
org.apache.commons.cli.PatternOptionBuilder,parsePattern,(Ljava/lang/String;)Lorg/apache/commons/cli/Options;,[186],org.pitest.mutationtest.engine.gregor.mutators.returns.NullReturnValsMutator,org.apache.commons.cli.PatternOptionBuilderTest.[engine:junit-jupiter]/[class:org.apache.commons.cli.PatternOptionBuilderTest]/[method:testObjectPattern()],False,False,False,
org.apache.commons.cli.PatternOptionBuilder,parsePattern,(Ljava/lang/String;)Lorg/apache/commons/cli/Options;,[186],org.pitest.mutationtest.engine.gregor.mutators.returns.NullReturnValsMutator,org.apache.commons.cli.PatternOptionBuilderTest.[engine:junit-jupiter]/[class:org.apache.commons.cli.PatternOptionBuilderTest]/[method:testURLPattern()],False,False,False,
org.apache.commons.cli.PatternOptionBuilder,parsePattern,(Ljava/lang/String;)Lorg/apache/commons/cli/Options;,[186],org.pitest.mutationtest.engine.gregor.mutators.returns.NullReturnValsMutator,org.apache.commons.cli.PatternOptionBuilderTest.[engine:junit-jupiter]/[class:org.apache.commons.cli.PatternOptionBuilderTest]/[method:testClassPattern()],False,False,False,
org.apache.commons.cli.PatternOptionBuilder,parsePattern,(Ljava/lang/String;)Lorg/apache/commons/cli/Options;,[186],org.pitest.mutationtest.engine.gregor.mutators.returns.NullReturnValsMutator,org.apache.commons.cli.PatternOptionBuilderTest.[engine:junit-jupiter]/[class:org.apache.commons.cli.PatternOptionBuilderTest]/[method:testNumberPattern()],False,False,False,
org.apache.commons.cli.PatternOptionBuilder,parsePattern,(Ljava/lang/String;)Lorg/apache/commons/cli/Options;,[186],org.pitest.mutationtest.engine.gregor.mutators.returns.NullReturnValsMutator,org.apache.commons.cli.PatternOptionBuilderTest.[engine:junit-jupiter]/[class:org.apache.commons.cli.PatternOptionBuilderTest]/[method:testSimplePattern()],False,False,False,
org.apache.commons.cli.PatternOptionBuilder,parsePattern,(Ljava/lang/String;)Lorg/apache/commons/cli/Options;,[186],org.pitest.mutationtest.engine.gregor.mutators.returns.NullReturnValsMutator,org.apache.commons.cli.PatternOptionBuilderTest.[engine:junit-jupiter]/[class:org.apache.commons.cli.PatternOptionBuilderTest]/[method:testEmptyPattern()],False,False,False,
org.apache.commons.cli.AlreadySelectedException,getOptionGroup,()Lorg/apache/commons/cli/OptionGroup;,[5],org.pitest.mutationtest.engine.gregor.mutators.returns.NullReturnValsMutator,org.apache.commons.cli.OptionGroupTest.[engine:junit-jupiter]/[class:org.apache.commons.cli.OptionGroupTest]/[method:testTwoLongOptionsFromGroup()],False,,,False
org.apache.commons.cli.AlreadySelectedException,getOptionGroup,()Lorg/apache/commons/cli/OptionGroup;,[5],org.pitest.mutationtest.engine.gregor.mutators.returns.NullReturnValsMutator,org.apache.commons.cli.OptionGroupTest.[engine:junit-jupiter]/[class:org.apache.commons.cli.OptionGroupTest]/[method:testTwoOptionsFromGroup()],False,,,False
org.apache.commons.cli.AlreadySelectedException,getOptionGroup,()Lorg/apache/commons/cli/OptionGroup;,[5],org.pitest.mutationtest.engine.gregor.mutators.returns.NullReturnValsMutator,org.apache.commons.cli.AlreadySelectedExceptionTest.[engine:junit-jupiter]/[class:org.apache.commons.cli.AlreadySelectedExceptionTest]/[method:testConstructor()],False,,,False
