clazz,method,methodDesc,indexes,mutator,test,default,single-group,single-group_errors-at-the-end,single-group_random-42,single-group_random-43,single-group_random-44,single-group_random-45,single-group_random-46
com.github.jknack.handlebars.internal.Partial,<init>,(Lcom/github/jknack/handlebars/Handlebars;Lcom/github/jknack/handlebars/Template;Ljava/lang/String;Ljava/util/Map;)V,[25],org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,com.github.jknack.handlebars.issues.Issue660.[engine:junit-jupiter]/[class:com.github.jknack.handlebars.issues.Issue660]/[method:partialWithLineBreak()],False,True,True,True,True,True,True,True
com.github.jknack.handlebars.internal.Partial,<init>,(Lcom/github/jknack/handlebars/Handlebars;Lcom/github/jknack/handlebars/Template;Ljava/lang/String;Ljava/util/Map;)V,[25],org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,com.github.jknack.handlebars.i402.Issue402.[engine:junit-jupiter]/[class:com.github.jknack.handlebars.i402.Issue402]/[method:shouldCleanupPreviousPartialValues()],False,True,True,True,True,True,True,True
com.github.jknack.handlebars.internal.Partial,<init>,(Lcom/github/jknack/handlebars/Handlebars;Lcom/github/jknack/handlebars/Template;Ljava/lang/String;Ljava/util/Map;)V,[25],org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,com.github.jknack.handlebars.issues.Issue479.[engine:junit-jupiter]/[class:com.github.jknack.handlebars.issues.Issue479]/[method:partialWithHashOverride()],False,True,True,True,True,True,True,True
com.github.jknack.handlebars.internal.Partial,<init>,(Lcom/github/jknack/handlebars/Handlebars;Lcom/github/jknack/handlebars/Template;Ljava/lang/String;Ljava/util/Map;)V,[25],org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,com.github.jknack.handlebars.issues.Issue475.[engine:junit-jupiter]/[class:com.github.jknack.handlebars.issues.Issue475]/[method:shouldNotLostPartialParamBetweenInvocations()],False,True,True,True,True,True,True,True
com.github.jknack.handlebars.internal.Partial,<init>,(Lcom/github/jknack/handlebars/Handlebars;Lcom/github/jknack/handlebars/Template;Ljava/lang/String;Ljava/util/Map;)V,[25],org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,com.github.jknack.handlebars.issues.Issue459.[engine:junit-jupiter]/[class:com.github.jknack.handlebars.issues.Issue459]/[method:stringLiteralInPartials()],False,True,True,True,True,True,True,True
com.github.jknack.handlebars.internal.Partial,<init>,(Lcom/github/jknack/handlebars/Handlebars;Lcom/github/jknack/handlebars/Template;Ljava/lang/String;Ljava/util/Map;)V,[25],org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,com.github.jknack.handlebars.issues.Issue477.[engine:junit-jupiter]/[class:com.github.jknack.handlebars.issues.Issue477]/[method:partialWithHash()],False,True,True,True,True,True,True,True
com.github.jknack.handlebars.internal.Partial,<init>,(Lcom/github/jknack/handlebars/Handlebars;Lcom/github/jknack/handlebars/Template;Ljava/lang/String;Ljava/util/Map;)V,[25],org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,com.github.jknack.handlebars.issues.Issue552.[engine:junit-jupiter]/[class:com.github.jknack.handlebars.issues.Issue552]/[method:shouldKeepContextOnBlockParameter()],False,True,True,True,True,True,True,True
com.github.jknack.handlebars.internal.Partial,<init>,(Lcom/github/jknack/handlebars/Handlebars;Lcom/github/jknack/handlebars/Template;Ljava/lang/String;Ljava/util/Map;)V,[25],org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,com.github.jknack.handlebars.issues.Issue475.[engine:junit-jupiter]/[class:com.github.jknack.handlebars.issues.Issue475]/[method:shouldNotLostPartialParamBetweenInvocationsWithoutRedundantParam()],False,True,True,True,True,True,True,True
com.github.jknack.handlebars.internal.Partial,<init>,(Lcom/github/jknack/handlebars/Handlebars;Lcom/github/jknack/handlebars/Template;Ljava/lang/String;Ljava/util/Map;)V,[25],org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,com.github.jknack.handlebars.issues.Issue588.[engine:junit-jupiter]/[class:com.github.jknack.handlebars.issues.Issue588]/[method:shouldOverrideBlockParamsWithoutPreEvaluation()],False,True,True,True,True,True,True,True
com.github.jknack.handlebars.internal.Partial,<init>,(Lcom/github/jknack/handlebars/Handlebars;Lcom/github/jknack/handlebars/Template;Ljava/lang/String;Ljava/util/Map;)V,[25],org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,com.github.jknack.handlebars.issues.Issue588.[engine:junit-jupiter]/[class:com.github.jknack.handlebars.issues.Issue588]/[method:shouldOverrideBlockParams()],False,True,True,True,True,True,True,True
