clazz,method,methodDesc,indexes,mutator,test,default,single-group,single-group_errors-at-the-end,by-proportions,double
org.apache.sling.auth.core.spi.AuthenticationInfo$ReadOnlyAuthenticationInfo,entrySet,()Ljava/util/Set;,[20],org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,org.apache.sling.auth.core.spi.ReadOnlyAuthenticationInfoTest.testHashCode(org.apache.sling.auth.core.spi.ReadOnlyAuthenticationInfoTest),False,False,False,False,True
org.apache.sling.auth.core.AuthUtil,getAttributeOrParameter,(Ljavax/servlet/http/HttpServletRequest;Ljava/lang/String;Ljava/lang/String;)Ljava/lang/String;,[25],org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,org.apache.sling.auth.core.impl.SlingAuthenticatorTest.test_siblingNodeShouldNotHaveAuthenticationInfo(org.apache.sling.auth.core.impl.SlingAuthenticatorTest),,,,False,False
org.apache.sling.auth.core.AuthUtil,getAttributeOrParameter,(Ljavax/servlet/http/HttpServletRequest;Ljava/lang/String;Ljava/lang/String;)Ljava/lang/String;,[25],org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,org.apache.sling.auth.core.impl.SlingAuthenticatorOsgiTest.testHandleSecurity(org.apache.sling.auth.core.impl.SlingAuthenticatorOsgiTest),,,,False,False
org.apache.sling.auth.core.AuthUtil,getAttributeOrParameter,(Ljavax/servlet/http/HttpServletRequest;Ljava/lang/String;Ljava/lang/String;)Ljava/lang/String;,[37],org.pitest.mutationtest.engine.gregor.mutators.returns.EmptyObjectReturnValsMutator,org.apache.sling.auth.core.impl.SlingAuthenticatorTest.test_siblingNodeShouldNotHaveAuthenticationInfo(org.apache.sling.auth.core.impl.SlingAuthenticatorTest),,,,False,False
org.apache.sling.auth.core.AuthUtil,getAttributeOrParameter,(Ljavax/servlet/http/HttpServletRequest;Ljava/lang/String;Ljava/lang/String;)Ljava/lang/String;,[37],org.pitest.mutationtest.engine.gregor.mutators.returns.EmptyObjectReturnValsMutator,org.apache.sling.auth.core.impl.SlingAuthenticatorOsgiTest.testHandleSecurity(org.apache.sling.auth.core.impl.SlingAuthenticatorOsgiTest),,,,False,False
org.apache.sling.auth.core.AuthUtil,getAttributeString,(Ljavax/servlet/http/HttpServletRequest;Ljava/lang/String;)Ljava/lang/String;,[11],org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,org.apache.sling.auth.core.impl.SlingAuthenticatorTest.test_siblingNodeShouldNotHaveAuthenticationInfo(org.apache.sling.auth.core.impl.SlingAuthenticatorTest),,,,False,False
org.apache.sling.auth.core.AuthUtil,getAttributeString,(Ljavax/servlet/http/HttpServletRequest;Ljava/lang/String;)Ljava/lang/String;,[11],org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,org.apache.sling.auth.core.impl.SlingAuthenticatorOsgiTest.testHandleSecurity(org.apache.sling.auth.core.impl.SlingAuthenticatorOsgiTest),,,,False,False
org.apache.sling.auth.core.AuthUtil,getAttributeString,(Ljavax/servlet/http/HttpServletRequest;Ljava/lang/String;)Ljava/lang/String;,[25],org.pitest.mutationtest.engine.gregor.mutators.returns.EmptyObjectReturnValsMutator,org.apache.sling.auth.core.impl.SlingAuthenticatorTest.test_siblingNodeShouldNotHaveAuthenticationInfo(org.apache.sling.auth.core.impl.SlingAuthenticatorTest),,,,False,False
org.apache.sling.auth.core.AuthUtil,getAttributeString,(Ljavax/servlet/http/HttpServletRequest;Ljava/lang/String;)Ljava/lang/String;,[25],org.pitest.mutationtest.engine.gregor.mutators.returns.EmptyObjectReturnValsMutator,org.apache.sling.auth.core.impl.SlingAuthenticatorOsgiTest.testHandleSecurity(org.apache.sling.auth.core.impl.SlingAuthenticatorOsgiTest),,,,False,False
org.apache.sling.auth.core.AuthUtil,getContextPath,(Ljavax/servlet/http/HttpServletRequest;)Ljava/lang/String;,[4],org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,org.apache.sling.auth.core.AuthUtilTest.test_isRedirectValid_no_request(org.apache.sling.auth.core.AuthUtilTest),,,,False,False
