clazz,method,methodDesc,indexes,mutator,test,default,single-group,single-group_errors-at-the-end,by-proportions,double
com.google.common.jimfs.RegularFile,blockIndex,(J)I,[8],org.pitest.mutationtest.engine.gregor.mutators.MathMutator,com.google.common.jimfs.FileTest.testFileBasics(com.google.common.jimfs.FileTest),True,True,True,True,
com.google.common.jimfs.RegularFile,blockIndex,(J)I,[8],org.pitest.mutationtest.engine.gregor.mutators.MathMutator,com.google.common.jimfs.JimfsOutputStreamTest.testWrite_partialArray_invalidInput(com.google.common.jimfs.JimfsOutputStreamTest),True,True,True,True,
com.google.common.jimfs.RegularFile,blockIndex,(J)I,[8],org.pitest.mutationtest.engine.gregor.mutators.MathMutator,com.google.common.jimfs.FileTest.testLinkAndUnlink(com.google.common.jimfs.FileTest),True,True,True,True,
com.google.common.jimfs.RegularFile,blockIndex,(J)I,[8],org.pitest.mutationtest.engine.gregor.mutators.MathMutator,com.google.common.jimfs.FileTest.testRegularFile(com.google.common.jimfs.FileTest),False,False,False,False,
com.google.common.jimfs.RegularFile,blockIndex,(J)I,[8],org.pitest.mutationtest.engine.gregor.mutators.MathMutator,com.google.common.jimfs.RegularFileBlocksTest.testTransferFrom_noBytesNoAllocation(com.google.common.jimfs.RegularFileBlocksTest),True,True,True,True,
com.google.common.jimfs.RegularFile,blockIndex,(J)I,[8],org.pitest.mutationtest.engine.gregor.mutators.MathMutator,com.google.common.jimfs.RegularFileBlocksTest.testTransferFrom(com.google.common.jimfs.RegularFileBlocksTest),True,True,True,True,
com.google.common.jimfs.RegularFile,blockIndex,(J)I,[8],org.pitest.mutationtest.engine.gregor.mutators.MathMutator,com.google.common.jimfs.JimfsInputStreamTest.testMark_unsupported(com.google.common.jimfs.JimfsInputStreamTest),False,False,False,False,
com.google.common.jimfs.RegularFile,blockIndex,(J)I,[8],org.pitest.mutationtest.engine.gregor.mutators.MathMutator,com.google.common.jimfs.JimfsInputStreamTest.testRead_partialArray_invalidInput(com.google.common.jimfs.JimfsInputStreamTest),False,False,False,False,
com.google.common.jimfs.RegularFile,blockIndex,(J)I,[8],org.pitest.mutationtest.engine.gregor.mutators.MathMutator,com.google.common.jimfs.JimfsOutputStreamTest.testClosedOutputStream_doesNotThrowOnFlush(com.google.common.jimfs.JimfsOutputStreamTest),True,True,True,True,
com.google.common.jimfs.RegularFile,blockIndex,(J)I,[8],org.pitest.mutationtest.engine.gregor.mutators.MathMutator,com.google.common.jimfs.JimfsFileChannelTest.testPositionNegative(com.google.common.jimfs.JimfsFileChannelTest),True,True,True,True,
com.google.common.jimfs.RegularFile,blockIndex,(J)I,[8],org.pitest.mutationtest.engine.gregor.mutators.MathMutator,com.google.common.jimfs.JimfsFileChannelTest.testTruncateNegative(com.google.common.jimfs.JimfsFileChannelTest),True,True,True,True,
com.google.common.jimfs.RegularFile,blockIndex,(J)I,[8],org.pitest.mutationtest.engine.gregor.mutators.MathMutator,com.google.common.jimfs.JimfsOutputStreamTest.testClosedOutputStream_throwsException(com.google.common.jimfs.JimfsOutputStreamTest),True,True,True,True,
com.google.common.jimfs.RegularFile,blockIndex,(J)I,[8],org.pitest.mutationtest.engine.gregor.mutators.MathMutator,com.google.common.jimfs.JimfsFileChannelTest.testTransferToNegative(com.google.common.jimfs.JimfsFileChannelTest),True,True,True,True,
com.google.common.jimfs.RegularFile,blockIndex,(J)I,[8],org.pitest.mutationtest.engine.gregor.mutators.MathMutator,com.google.common.jimfs.JimfsFileChannelTest.testTransferFromNegative(com.google.common.jimfs.JimfsFileChannelTest),True,True,True,True,
com.google.common.jimfs.RegularFile,blockIndex,(J)I,[8],org.pitest.mutationtest.engine.gregor.mutators.MathMutator,com.google.common.jimfs.JimfsFileChannelTest.testLockNegative(com.google.common.jimfs.JimfsFileChannelTest),True,True,True,True,
com.google.common.jimfs.RegularFile,blockIndex,(J)I,[8],org.pitest.mutationtest.engine.gregor.mutators.MathMutator,com.google.common.jimfs.JimfsFileChannelTest.testWriteNegative(com.google.common.jimfs.JimfsFileChannelTest),True,True,True,True,
com.google.common.jimfs.RegularFile,blockIndex,(J)I,[8],org.pitest.mutationtest.engine.gregor.mutators.MathMutator,com.google.common.jimfs.JimfsFileChannelTest.testReadNegative(com.google.common.jimfs.JimfsFileChannelTest),True,True,True,True,
com.google.common.jimfs.RegularFile,blockIndex,(J)I,[8],org.pitest.mutationtest.engine.gregor.mutators.MathMutator,com.google.common.jimfs.JimfsOutputStreamTest.testWrite_partialArray(com.google.common.jimfs.JimfsOutputStreamTest),False,False,False,False,
com.google.common.jimfs.RegularFile,blockIndex,(J)I,[8],org.pitest.mutationtest.engine.gregor.mutators.MathMutator,com.google.common.jimfs.JimfsOutputStreamTest.testWrite_wholeArray(com.google.common.jimfs.JimfsOutputStreamTest),False,False,False,False,
com.google.common.jimfs.RegularFile,blockIndex,(J)I,[8],org.pitest.mutationtest.engine.gregor.mutators.MathMutator,com.google.common.jimfs.JimfsInputStreamTest.testClosedInputStream_throwsException(com.google.common.jimfs.JimfsInputStreamTest),False,False,False,False,
com.google.common.jimfs.RegularFile,blockIndex,(J)I,[8],org.pitest.mutationtest.engine.gregor.mutators.MathMutator,com.google.common.jimfs.JimfsOutputStreamTest.testWrite_singleByte(com.google.common.jimfs.JimfsOutputStreamTest),False,False,False,False,
com.google.common.jimfs.RegularFile,blockIndex,(J)I,[8],org.pitest.mutationtest.engine.gregor.mutators.MathMutator,com.google.common.jimfs.JimfsFileChannelTest.testSize(com.google.common.jimfs.JimfsFileChannelTest),False,False,False,False,
com.google.common.jimfs.RegularFile,blockIndex,(J)I,[8],org.pitest.mutationtest.engine.gregor.mutators.MathMutator,com.google.common.jimfs.JimfsOutputStreamTest.testWrite_singleByte_overwriting(com.google.common.jimfs.JimfsOutputStreamTest),False,False,False,False,
com.google.common.jimfs.RegularFile,blockIndex,(J)I,[8],org.pitest.mutationtest.engine.gregor.mutators.MathMutator,com.google.common.jimfs.JimfsFileChannelTest.testPosition(com.google.common.jimfs.JimfsFileChannelTest),False,False,False,False,
com.google.common.jimfs.RegularFile,blockIndex,(J)I,[8],org.pitest.mutationtest.engine.gregor.mutators.MathMutator,com.google.common.jimfs.JimfsOutputStreamTest.testWrite_singleByte_appendMode(com.google.common.jimfs.JimfsOutputStreamTest),False,False,False,False,
com.google.common.jimfs.RegularFile,blockIndex,(J)I,[8],org.pitest.mutationtest.engine.gregor.mutators.MathMutator,com.google.common.jimfs.JimfsOutputStreamTest.testWrite_partialArray_appendMode(com.google.common.jimfs.JimfsOutputStreamTest),False,False,False,False,
com.google.common.jimfs.RegularFile,blockIndex,(J)I,[8],org.pitest.mutationtest.engine.gregor.mutators.MathMutator,com.google.common.jimfs.JimfsOutputStreamTest.testWrite_wholeArray_appendMode(com.google.common.jimfs.JimfsOutputStreamTest),False,False,False,False,
com.google.common.jimfs.RegularFile,blockIndex,(J)I,[8],org.pitest.mutationtest.engine.gregor.mutators.MathMutator,com.google.common.jimfs.JimfsOutputStreamTest.testWrite_wholeArray_overwriting(com.google.common.jimfs.JimfsOutputStreamTest),False,False,False,False,
com.google.common.jimfs.RegularFile,blockIndex,(J)I,[8],org.pitest.mutationtest.engine.gregor.mutators.MathMutator,com.google.common.jimfs.JimfsOutputStreamTest.testWrite_partialArray_overwriting(com.google.common.jimfs.JimfsOutputStreamTest),False,False,False,False,
com.google.common.jimfs.RegularFile,blockIndex,(J)I,[8],org.pitest.mutationtest.engine.gregor.mutators.MathMutator,com.google.common.jimfs.JimfsInputStreamTest.testRead_singleByte(com.google.common.jimfs.JimfsInputStreamTest),True,True,True,True,
com.google.common.jimfs.RegularFile,blockIndex,(J)I,[8],org.pitest.mutationtest.engine.gregor.mutators.MathMutator,com.google.common.jimfs.JimfsFileChannelTest.testReadsInWriteOnlyMode(com.google.common.jimfs.JimfsFileChannelTest),True,True,True,True,
com.google.common.jimfs.RegularFile,blockIndex,(J)I,[8],org.pitest.mutationtest.engine.gregor.mutators.MathMutator,com.google.common.jimfs.JimfsFileChannelTest.testLock(com.google.common.jimfs.JimfsFileChannelTest),False,False,False,False,
com.google.common.jimfs.RegularFile,blockIndex,(J)I,[8],org.pitest.mutationtest.engine.gregor.mutators.MathMutator,com.google.common.jimfs.JimfsInputStreamTest.testRead_partialArray_sliceLarger(com.google.common.jimfs.JimfsInputStreamTest),False,False,False,False,
com.google.common.jimfs.RegularFile,blockIndex,(J)I,[8],org.pitest.mutationtest.engine.gregor.mutators.MathMutator,com.google.common.jimfs.JimfsInputStreamTest.testRead_wholeArray_arrayLarger(com.google.common.jimfs.JimfsInputStreamTest),False,False,False,False,
com.google.common.jimfs.RegularFile,blockIndex,(J)I,[8],org.pitest.mutationtest.engine.gregor.mutators.MathMutator,com.google.common.jimfs.JimfsAsynchronousFileChannelTest.testClosedChannel(com.google.common.jimfs.JimfsAsynchronousFileChannelTest),False,False,False,False,
com.google.common.jimfs.RegularFile,blockIndex,(J)I,[8],org.pitest.mutationtest.engine.gregor.mutators.MathMutator,com.google.common.jimfs.JimfsInputStreamTest.testRead_wholeArray(com.google.common.jimfs.JimfsInputStreamTest),False,False,False,False,
com.google.common.jimfs.RegularFile,blockIndex,(J)I,[8],org.pitest.mutationtest.engine.gregor.mutators.MathMutator,com.google.common.jimfs.JimfsInputStreamTest.testFullyReadInputStream_doesNotChangeStateWhenStoreChanges(com.google.common.jimfs.JimfsInputStreamTest),False,False,False,False,
com.google.common.jimfs.RegularFile,blockIndex,(J)I,[8],org.pitest.mutationtest.engine.gregor.mutators.MathMutator,com.google.common.jimfs.JimfsFileChannelTest.testWritesInReadOnlyMode(com.google.common.jimfs.JimfsFileChannelTest),True,True,True,True,
