clazz,method,methodDesc,indexes,mutator,test,default,single-group,single-group_errors-at-the-end,by-proportions
org.jfree.chart.ChartFactory,createPieChart,(Ljava/lang/String;Lorg/jfree/data/general/PieDataset;ZZZ)Lorg/jfree/chart/JFreeChart;,[41],org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,org.jfree.chart.JFreeChartTest.[engine:junit-jupiter]/[class:org.jfree.chart.JFreeChartTest]/[method:testLegendEvents()],,,,True
org.jfree.chart.ChartFactory,createPieChart,(Ljava/lang/String;Lorg/jfree/data/general/PieDataset;ZZZ)Lorg/jfree/chart/JFreeChart;,[41],org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,org.jfree.chart.JFreeChartTest.[engine:junit-jupiter]/[class:org.jfree.chart.JFreeChartTest]/[method:testAddSubtitle()],,,,True
org.jfree.chart.ChartFactory,createPieChart,(Ljava/lang/String;Lorg/jfree/data/general/PieDataset;ZZZ)Lorg/jfree/chart/JFreeChart;,[41],org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,org.jfree.chart.JFreeChartTest.[engine:junit-jupiter]/[class:org.jfree.chart.JFreeChartTest]/[method:testEquals2()],,,,True
org.jfree.chart.ChartFactory,createPieChart,(Ljava/lang/String;Lorg/jfree/data/general/PieDataset;ZZZ)Lorg/jfree/chart/JFreeChart;,[41],org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,org.jfree.chart.plot.MultiplePiePlotTest.[engine:junit-jupiter]/[class:org.jfree.chart.plot.MultiplePiePlotTest]/[method:testEquals()],,,,True
org.jfree.chart.ChartFactory,createPieChart,(Ljava/lang/String;Lorg/jfree/data/general/PieDataset;ZZZ)Lorg/jfree/chart/JFreeChart;,[41],org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,org.jfree.chart.JFreeChartTest.[engine:junit-jupiter]/[class:org.jfree.chart.JFreeChartTest]/[method:testEquals()],,,,True
org.jfree.chart.ChartFactory,createPieChart,(Ljava/lang/String;Lorg/jfree/data/general/PieDataset;ZZZ)Lorg/jfree/chart/JFreeChart;,[41],org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,org.jfree.chart.JFreeChartTest.[engine:junit-jupiter]/[class:org.jfree.chart.JFreeChartTest]/[method:testSerialization2()],,,,True
org.jfree.chart.ChartFactory,createPieChart,(Ljava/lang/String;Lorg/jfree/data/general/PieDataset;ZZZ)Lorg/jfree/chart/JFreeChart;,[41],org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,org.jfree.chart.JFreeChartTest.[engine:junit-jupiter]/[class:org.jfree.chart.JFreeChartTest]/[method:testSerialization1()],,,,True
org.jfree.chart.ChartFactory,createPieChart,(Ljava/lang/String;Lorg/jfree/data/general/PieDataset;ZZZ)Lorg/jfree/chart/JFreeChart;,[41],org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,org.jfree.chart.JFreeChartTest.[engine:junit-jupiter]/[class:org.jfree.chart.JFreeChartTest]/[method:testEqualsHashCode()],,,,True
org.jfree.chart.ChartFactory,createPieChart,(Ljava/lang/String;Lorg/jfree/data/general/PieDataset;ZZZ)Lorg/jfree/chart/JFreeChart;,[14],org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,org.jfree.chart.JFreeChartTest.[engine:junit-jupiter]/[class:org.jfree.chart.JFreeChartTest]/[method:testSerialization4()],,,,True
org.jfree.chart.ChartFactory,createPieChart,(Ljava/lang/String;Lorg/jfree/data/general/PieDataset;ZZZ)Lorg/jfree/chart/JFreeChart;,[14],org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,org.jfree.chart.JFreeChartTest.[engine:junit-jupiter]/[class:org.jfree.chart.JFreeChartTest]/[method:testSerialization3()],,,,True
org.jfree.chart.ChartFactory,createPieChart,(Ljava/lang/String;Lorg/jfree/data/general/PieDataset;ZZZ)Lorg/jfree/chart/JFreeChart;,[14],org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,org.jfree.chart.plot.PiePlotTest.[engine:junit-jupiter]/[class:org.jfree.chart.plot.PiePlotTest]/[method:testDrawWithNullLegendLabels()],,,,True
org.jfree.chart.ChartFactory,createPieChart,(Ljava/lang/String;Lorg/jfree/data/general/PieDataset;ZZZ)Lorg/jfree/chart/JFreeChart;,[14],org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,org.jfree.chart.JFreeChartTest.[engine:junit-jupiter]/[class:org.jfree.chart.JFreeChartTest]/[method:testBug942()],,,,True
org.jfree.chart.ChartFactory,createPieChart,(Ljava/lang/String;Lorg/jfree/data/general/PieDataset;ZZZ)Lorg/jfree/chart/JFreeChart;,[14],org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,org.jfree.chart.JFreeChartTest.[engine:junit-jupiter]/[class:org.jfree.chart.JFreeChartTest]/[method:testSubtitleCount()],,,,True
org.jfree.chart.ChartFactory,createPieChart,(Ljava/lang/String;Lorg/jfree/data/general/PieDataset;ZZZ)Lorg/jfree/chart/JFreeChart;,[14],org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,org.jfree.chart.JFreeChartTest.[engine:junit-jupiter]/[class:org.jfree.chart.JFreeChartTest]/[method:testGetSubtitle()],,,,True
org.jfree.chart.ChartFactory,createPieChart,(Ljava/lang/String;Lorg/jfree/data/general/PieDataset;ZZZ)Lorg/jfree/chart/JFreeChart;,[14],org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,org.jfree.chart.JFreeChartTest.[engine:junit-jupiter]/[class:org.jfree.chart.JFreeChartTest]/[method:testGetSubtitles()],,,,True
org.jfree.chart.ChartFactory,createPieChart,(Ljava/lang/String;Lorg/jfree/data/general/PieDataset;ZZZ)Lorg/jfree/chart/JFreeChart;,[14],org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,org.jfree.chart.JFreeChartTest.[engine:junit-jupiter]/[class:org.jfree.chart.JFreeChartTest]/[method:testTitleChangeEvent()],,,,True
org.jfree.chart.ChartFactory,createPieChart,(Ljava/lang/String;Lorg/jfree/data/general/PieDataset;ZZZ)Lorg/jfree/chart/JFreeChart;,[14],org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,org.jfree.chart.PieChartTest.[engine:junit-jupiter]/[class:org.jfree.chart.PieChartTest]/[method:testReplaceDatasetOnPieChart()],,,,True
org.jfree.chart.ChartFactory,createPieChart,(Ljava/lang/String;Lorg/jfree/data/general/PieDataset;ZZZ)Lorg/jfree/chart/JFreeChart;,[14],org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,org.jfree.chart.JFreeChartTest.[engine:junit-jupiter]/[class:org.jfree.chart.JFreeChartTest]/[method:testLegendEvents()],,,,True
org.jfree.chart.ChartFactory,createPieChart,(Ljava/lang/String;Lorg/jfree/data/general/PieDataset;ZZZ)Lorg/jfree/chart/JFreeChart;,[14],org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,org.jfree.chart.JFreeChartTest.[engine:junit-jupiter]/[class:org.jfree.chart.JFreeChartTest]/[method:testAddSubtitle()],,,,True
org.jfree.chart.ChartFactory,createPieChart,(Ljava/lang/String;Lorg/jfree/data/general/PieDataset;ZZZ)Lorg/jfree/chart/JFreeChart;,[14],org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,org.jfree.chart.JFreeChartTest.[engine:junit-jupiter]/[class:org.jfree.chart.JFreeChartTest]/[method:testEquals2()],,,,True
org.jfree.chart.ChartFactory,createPieChart,(Ljava/lang/String;Lorg/jfree/data/general/PieDataset;ZZZ)Lorg/jfree/chart/JFreeChart;,[14],org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,org.jfree.chart.plot.MultiplePiePlotTest.[engine:junit-jupiter]/[class:org.jfree.chart.plot.MultiplePiePlotTest]/[method:testEquals()],,,,True
org.jfree.chart.ChartFactory,createPieChart,(Ljava/lang/String;Lorg/jfree/data/general/PieDataset;ZZZ)Lorg/jfree/chart/JFreeChart;,[14],org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,org.jfree.chart.JFreeChartTest.[engine:junit-jupiter]/[class:org.jfree.chart.JFreeChartTest]/[method:testEquals()],,,,True
org.jfree.chart.ChartFactory,createPieChart,(Ljava/lang/String;Lorg/jfree/data/general/PieDataset;ZZZ)Lorg/jfree/chart/JFreeChart;,[14],org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,org.jfree.chart.JFreeChartTest.[engine:junit-jupiter]/[class:org.jfree.chart.JFreeChartTest]/[method:testSerialization2()],,,,True
org.jfree.chart.ChartFactory,createPieChart,(Ljava/lang/String;Lorg/jfree/data/general/PieDataset;ZZZ)Lorg/jfree/chart/JFreeChart;,[14],org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,org.jfree.chart.JFreeChartTest.[engine:junit-jupiter]/[class:org.jfree.chart.JFreeChartTest]/[method:testSerialization1()],,,,True
org.jfree.chart.ChartFactory,createPieChart,(Ljava/lang/String;Lorg/jfree/data/general/PieDataset;ZZZ)Lorg/jfree/chart/JFreeChart;,[14],org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,org.jfree.chart.JFreeChartTest.[engine:junit-jupiter]/[class:org.jfree.chart.JFreeChartTest]/[method:testEqualsHashCode()],,,,True
org.jfree.chart.ChartFactory,createPieChart,(Ljava/lang/String;Lorg/jfree/data/general/PieDataset;ZZZ)Lorg/jfree/chart/JFreeChart;,[25],org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,org.jfree.chart.JFreeChartTest.[engine:junit-jupiter]/[class:org.jfree.chart.JFreeChartTest]/[method:testSerialization4()],,,,True
org.jfree.chart.ChartFactory,createPieChart,(Ljava/lang/String;Lorg/jfree/data/general/PieDataset;ZZZ)Lorg/jfree/chart/JFreeChart;,[25],org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,org.jfree.chart.JFreeChartTest.[engine:junit-jupiter]/[class:org.jfree.chart.JFreeChartTest]/[method:testSerialization3()],,,,True
org.jfree.chart.ChartFactory,createPieChart,(Ljava/lang/String;Lorg/jfree/data/general/PieDataset;ZZZ)Lorg/jfree/chart/JFreeChart;,[25],org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,org.jfree.chart.plot.PiePlotTest.[engine:junit-jupiter]/[class:org.jfree.chart.plot.PiePlotTest]/[method:testDrawWithNullLegendLabels()],,,,True
org.jfree.chart.ChartFactory,createPieChart,(Ljava/lang/String;Lorg/jfree/data/general/PieDataset;ZZZ)Lorg/jfree/chart/JFreeChart;,[25],org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,org.jfree.chart.JFreeChartTest.[engine:junit-jupiter]/[class:org.jfree.chart.JFreeChartTest]/[method:testBug942()],,,,True
org.jfree.chart.ChartFactory,createPieChart,(Ljava/lang/String;Lorg/jfree/data/general/PieDataset;ZZZ)Lorg/jfree/chart/JFreeChart;,[25],org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,org.jfree.chart.JFreeChartTest.[engine:junit-jupiter]/[class:org.jfree.chart.JFreeChartTest]/[method:testSubtitleCount()],,,,True
org.jfree.chart.ChartFactory,createPieChart,(Ljava/lang/String;Lorg/jfree/data/general/PieDataset;ZZZ)Lorg/jfree/chart/JFreeChart;,[25],org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,org.jfree.chart.JFreeChartTest.[engine:junit-jupiter]/[class:org.jfree.chart.JFreeChartTest]/[method:testGetSubtitle()],,,,True
org.jfree.chart.ChartFactory,createPieChart,(Ljava/lang/String;Lorg/jfree/data/general/PieDataset;ZZZ)Lorg/jfree/chart/JFreeChart;,[25],org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,org.jfree.chart.JFreeChartTest.[engine:junit-jupiter]/[class:org.jfree.chart.JFreeChartTest]/[method:testGetSubtitles()],,,,True
org.jfree.chart.ChartFactory,createPieChart,(Ljava/lang/String;Lorg/jfree/data/general/PieDataset;ZZZ)Lorg/jfree/chart/JFreeChart;,[25],org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,org.jfree.chart.JFreeChartTest.[engine:junit-jupiter]/[class:org.jfree.chart.JFreeChartTest]/[method:testTitleChangeEvent()],,,,True
org.jfree.chart.ChartFactory,createPieChart,(Ljava/lang/String;Lorg/jfree/data/general/PieDataset;ZZZ)Lorg/jfree/chart/JFreeChart;,[25],org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,org.jfree.chart.PieChartTest.[engine:junit-jupiter]/[class:org.jfree.chart.PieChartTest]/[method:testReplaceDatasetOnPieChart()],,,,True
org.jfree.chart.ChartFactory,createPieChart,(Ljava/lang/String;Lorg/jfree/data/general/PieDataset;ZZZ)Lorg/jfree/chart/JFreeChart;,[25],org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,org.jfree.chart.JFreeChartTest.[engine:junit-jupiter]/[class:org.jfree.chart.JFreeChartTest]/[method:testLegendEvents()],,,,True
org.jfree.chart.ChartFactory,createPieChart,(Ljava/lang/String;Lorg/jfree/data/general/PieDataset;ZZZ)Lorg/jfree/chart/JFreeChart;,[25],org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,org.jfree.chart.JFreeChartTest.[engine:junit-jupiter]/[class:org.jfree.chart.JFreeChartTest]/[method:testAddSubtitle()],,,,True
org.jfree.chart.ChartFactory,createPieChart,(Ljava/lang/String;Lorg/jfree/data/general/PieDataset;ZZZ)Lorg/jfree/chart/JFreeChart;,[25],org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,org.jfree.chart.JFreeChartTest.[engine:junit-jupiter]/[class:org.jfree.chart.JFreeChartTest]/[method:testEquals2()],,,,True
org.jfree.chart.ChartFactory,createPieChart,(Ljava/lang/String;Lorg/jfree/data/general/PieDataset;ZZZ)Lorg/jfree/chart/JFreeChart;,[25],org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,org.jfree.chart.plot.MultiplePiePlotTest.[engine:junit-jupiter]/[class:org.jfree.chart.plot.MultiplePiePlotTest]/[method:testEquals()],,,,True
org.jfree.chart.ChartFactory,createPieChart,(Ljava/lang/String;Lorg/jfree/data/general/PieDataset;ZZZ)Lorg/jfree/chart/JFreeChart;,[25],org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,org.jfree.chart.JFreeChartTest.[engine:junit-jupiter]/[class:org.jfree.chart.JFreeChartTest]/[method:testEquals()],,,,True
org.jfree.chart.ChartFactory,createPieChart,(Ljava/lang/String;Lorg/jfree/data/general/PieDataset;ZZZ)Lorg/jfree/chart/JFreeChart;,[25],org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,org.jfree.chart.JFreeChartTest.[engine:junit-jupiter]/[class:org.jfree.chart.JFreeChartTest]/[method:testSerialization2()],,,,True
org.jfree.chart.ChartFactory,createPieChart,(Ljava/lang/String;Lorg/jfree/data/general/PieDataset;ZZZ)Lorg/jfree/chart/JFreeChart;,[25],org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,org.jfree.chart.JFreeChartTest.[engine:junit-jupiter]/[class:org.jfree.chart.JFreeChartTest]/[method:testSerialization1()],,,,True
org.jfree.chart.ChartFactory,createPieChart,(Ljava/lang/String;Lorg/jfree/data/general/PieDataset;ZZZ)Lorg/jfree/chart/JFreeChart;,[25],org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,org.jfree.chart.JFreeChartTest.[engine:junit-jupiter]/[class:org.jfree.chart.JFreeChartTest]/[method:testEqualsHashCode()],,,,True
org.jfree.chart.ChartFactory,createPieChart,(Ljava/lang/String;Lorg/jfree/data/general/PieDataset;ZZZ)Lorg/jfree/chart/JFreeChart;,[36],org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,org.jfree.chart.JFreeChartTest.[engine:junit-jupiter]/[class:org.jfree.chart.JFreeChartTest]/[method:testSerialization4()],,,,True
org.jfree.chart.ChartFactory,createPieChart,(Ljava/lang/String;Lorg/jfree/data/general/PieDataset;ZZZ)Lorg/jfree/chart/JFreeChart;,[36],org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,org.jfree.chart.JFreeChartTest.[engine:junit-jupiter]/[class:org.jfree.chart.JFreeChartTest]/[method:testSerialization3()],,,,True
org.jfree.chart.ChartFactory,createPieChart,(Ljava/lang/String;Lorg/jfree/data/general/PieDataset;ZZZ)Lorg/jfree/chart/JFreeChart;,[36],org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,org.jfree.chart.JFreeChartTest.[engine:junit-jupiter]/[class:org.jfree.chart.JFreeChartTest]/[method:testBug942()],,,,True
org.jfree.chart.ChartFactory,createPieChart,(Ljava/lang/String;Lorg/jfree/data/general/PieDataset;ZZZ)Lorg/jfree/chart/JFreeChart;,[36],org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,org.jfree.chart.JFreeChartTest.[engine:junit-jupiter]/[class:org.jfree.chart.JFreeChartTest]/[method:testSubtitleCount()],,,,True
org.jfree.chart.ChartFactory,createPieChart,(Ljava/lang/String;Lorg/jfree/data/general/PieDataset;ZZZ)Lorg/jfree/chart/JFreeChart;,[36],org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,org.jfree.chart.JFreeChartTest.[engine:junit-jupiter]/[class:org.jfree.chart.JFreeChartTest]/[method:testGetSubtitle()],,,,True
org.jfree.chart.ChartFactory,createPieChart,(Ljava/lang/String;Lorg/jfree/data/general/PieDataset;ZZZ)Lorg/jfree/chart/JFreeChart;,[36],org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,org.jfree.chart.JFreeChartTest.[engine:junit-jupiter]/[class:org.jfree.chart.JFreeChartTest]/[method:testGetSubtitles()],,,,True
org.jfree.chart.ChartFactory,createPieChart,(Ljava/lang/String;Lorg/jfree/data/general/PieDataset;ZZZ)Lorg/jfree/chart/JFreeChart;,[36],org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,org.jfree.chart.JFreeChartTest.[engine:junit-jupiter]/[class:org.jfree.chart.JFreeChartTest]/[method:testTitleChangeEvent()],,,,True
org.jfree.chart.ChartFactory,createPieChart,(Ljava/lang/String;Lorg/jfree/data/general/PieDataset;ZZZ)Lorg/jfree/chart/JFreeChart;,[36],org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,org.jfree.chart.PieChartTest.[engine:junit-jupiter]/[class:org.jfree.chart.PieChartTest]/[method:testReplaceDatasetOnPieChart()],,,,True
org.jfree.chart.ChartFactory,createPieChart,(Ljava/lang/String;Lorg/jfree/data/general/PieDataset;ZZZ)Lorg/jfree/chart/JFreeChart;,[36],org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,org.jfree.chart.JFreeChartTest.[engine:junit-jupiter]/[class:org.jfree.chart.JFreeChartTest]/[method:testLegendEvents()],,,,True
org.jfree.chart.ChartFactory,createPieChart,(Ljava/lang/String;Lorg/jfree/data/general/PieDataset;ZZZ)Lorg/jfree/chart/JFreeChart;,[36],org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,org.jfree.chart.JFreeChartTest.[engine:junit-jupiter]/[class:org.jfree.chart.JFreeChartTest]/[method:testAddSubtitle()],,,,True
org.jfree.chart.ChartFactory,createPieChart,(Ljava/lang/String;Lorg/jfree/data/general/PieDataset;ZZZ)Lorg/jfree/chart/JFreeChart;,[36],org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,org.jfree.chart.JFreeChartTest.[engine:junit-jupiter]/[class:org.jfree.chart.JFreeChartTest]/[method:testEquals2()],,,,True
org.jfree.chart.ChartFactory,createPieChart,(Ljava/lang/String;Lorg/jfree/data/general/PieDataset;ZZZ)Lorg/jfree/chart/JFreeChart;,[36],org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,org.jfree.chart.plot.MultiplePiePlotTest.[engine:junit-jupiter]/[class:org.jfree.chart.plot.MultiplePiePlotTest]/[method:testEquals()],,,,True
org.jfree.chart.ChartFactory,createPieChart,(Ljava/lang/String;Lorg/jfree/data/general/PieDataset;ZZZ)Lorg/jfree/chart/JFreeChart;,[36],org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,org.jfree.chart.JFreeChartTest.[engine:junit-jupiter]/[class:org.jfree.chart.JFreeChartTest]/[method:testEquals()],,,,True
org.jfree.chart.ChartFactory,createPieChart,(Ljava/lang/String;Lorg/jfree/data/general/PieDataset;ZZZ)Lorg/jfree/chart/JFreeChart;,[36],org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,org.jfree.chart.JFreeChartTest.[engine:junit-jupiter]/[class:org.jfree.chart.JFreeChartTest]/[method:testSerialization2()],,,,True
org.jfree.chart.ChartFactory,createPieChart,(Ljava/lang/String;Lorg/jfree/data/general/PieDataset;ZZZ)Lorg/jfree/chart/JFreeChart;,[36],org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,org.jfree.chart.JFreeChartTest.[engine:junit-jupiter]/[class:org.jfree.chart.JFreeChartTest]/[method:testSerialization1()],,,,True
org.jfree.chart.ChartFactory,createPieChart,(Ljava/lang/String;Lorg/jfree/data/general/PieDataset;ZZZ)Lorg/jfree/chart/JFreeChart;,[36],org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,org.jfree.chart.JFreeChartTest.[engine:junit-jupiter]/[class:org.jfree.chart.JFreeChartTest]/[method:testEqualsHashCode()],,,,True
org.jfree.chart.ChartFactory,createPieChart,(Ljava/lang/String;Lorg/jfree/data/general/PieDataset;ZZZ)Lorg/jfree/chart/JFreeChart;,[48],org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,org.jfree.chart.plot.MultiplePiePlotTest.[engine:junit-jupiter]/[class:org.jfree.chart.plot.MultiplePiePlotTest]/[method:testEquals()],,,,True
org.jfree.chart.ChartFactory,createPieChart,(Ljava/lang/String;Lorg/jfree/data/general/PieDataset;ZZZ)Lorg/jfree/chart/JFreeChart;,[64],org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,org.jfree.chart.JFreeChartTest.[engine:junit-jupiter]/[class:org.jfree.chart.JFreeChartTest]/[method:testSerialization4()],,,,True
org.jfree.chart.ChartFactory,createPieChart,(Ljava/lang/String;Lorg/jfree/data/general/PieDataset;ZZZ)Lorg/jfree/chart/JFreeChart;,[64],org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,org.jfree.chart.JFreeChartTest.[engine:junit-jupiter]/[class:org.jfree.chart.JFreeChartTest]/[method:testSerialization3()],,,,True
org.jfree.chart.ChartFactory,createPieChart,(Ljava/lang/String;Lorg/jfree/data/general/PieDataset;ZZZ)Lorg/jfree/chart/JFreeChart;,[64],org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,org.jfree.chart.plot.PiePlotTest.[engine:junit-jupiter]/[class:org.jfree.chart.plot.PiePlotTest]/[method:testDrawWithNullLegendLabels()],,,,True
org.jfree.chart.ChartFactory,createPieChart,(Ljava/lang/String;Lorg/jfree/data/general/PieDataset;ZZZ)Lorg/jfree/chart/JFreeChart;,[64],org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,org.jfree.chart.JFreeChartTest.[engine:junit-jupiter]/[class:org.jfree.chart.JFreeChartTest]/[method:testBug942()],,,,True
org.jfree.chart.ChartFactory,createPieChart,(Ljava/lang/String;Lorg/jfree/data/general/PieDataset;ZZZ)Lorg/jfree/chart/JFreeChart;,[64],org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,org.jfree.chart.JFreeChartTest.[engine:junit-jupiter]/[class:org.jfree.chart.JFreeChartTest]/[method:testSubtitleCount()],,,,True
org.jfree.chart.ChartFactory,createPieChart,(Ljava/lang/String;Lorg/jfree/data/general/PieDataset;ZZZ)Lorg/jfree/chart/JFreeChart;,[64],org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,org.jfree.chart.JFreeChartTest.[engine:junit-jupiter]/[class:org.jfree.chart.JFreeChartTest]/[method:testGetSubtitle()],,,,True
org.jfree.chart.ChartFactory,createPieChart,(Ljava/lang/String;Lorg/jfree/data/general/PieDataset;ZZZ)Lorg/jfree/chart/JFreeChart;,[64],org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,org.jfree.chart.JFreeChartTest.[engine:junit-jupiter]/[class:org.jfree.chart.JFreeChartTest]/[method:testGetSubtitles()],,,,True
org.jfree.chart.ChartFactory,createPieChart,(Ljava/lang/String;Lorg/jfree/data/general/PieDataset;ZZZ)Lorg/jfree/chart/JFreeChart;,[64],org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,org.jfree.chart.JFreeChartTest.[engine:junit-jupiter]/[class:org.jfree.chart.JFreeChartTest]/[method:testTitleChangeEvent()],,,,True
org.jfree.chart.ChartFactory,createPieChart,(Ljava/lang/String;Lorg/jfree/data/general/PieDataset;ZZZ)Lorg/jfree/chart/JFreeChart;,[64],org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,org.jfree.chart.PieChartTest.[engine:junit-jupiter]/[class:org.jfree.chart.PieChartTest]/[method:testReplaceDatasetOnPieChart()],,,,True
org.jfree.chart.ChartFactory,createPieChart,(Ljava/lang/String;Lorg/jfree/data/general/PieDataset;ZZZ)Lorg/jfree/chart/JFreeChart;,[64],org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,org.jfree.chart.JFreeChartTest.[engine:junit-jupiter]/[class:org.jfree.chart.JFreeChartTest]/[method:testLegendEvents()],,,,True
org.jfree.chart.ChartFactory,createPieChart,(Ljava/lang/String;Lorg/jfree/data/general/PieDataset;ZZZ)Lorg/jfree/chart/JFreeChart;,[64],org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,org.jfree.chart.JFreeChartTest.[engine:junit-jupiter]/[class:org.jfree.chart.JFreeChartTest]/[method:testAddSubtitle()],,,,True
org.jfree.chart.ChartFactory,createPieChart,(Ljava/lang/String;Lorg/jfree/data/general/PieDataset;ZZZ)Lorg/jfree/chart/JFreeChart;,[64],org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,org.jfree.chart.JFreeChartTest.[engine:junit-jupiter]/[class:org.jfree.chart.JFreeChartTest]/[method:testEquals2()],,,,True
org.jfree.chart.ChartFactory,createPieChart,(Ljava/lang/String;Lorg/jfree/data/general/PieDataset;ZZZ)Lorg/jfree/chart/JFreeChart;,[64],org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,org.jfree.chart.plot.MultiplePiePlotTest.[engine:junit-jupiter]/[class:org.jfree.chart.plot.MultiplePiePlotTest]/[method:testEquals()],,,,True
org.jfree.chart.ChartFactory,createPieChart,(Ljava/lang/String;Lorg/jfree/data/general/PieDataset;ZZZ)Lorg/jfree/chart/JFreeChart;,[64],org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,org.jfree.chart.JFreeChartTest.[engine:junit-jupiter]/[class:org.jfree.chart.JFreeChartTest]/[method:testEquals()],,,,True
org.jfree.chart.ChartFactory,createPieChart,(Ljava/lang/String;Lorg/jfree/data/general/PieDataset;ZZZ)Lorg/jfree/chart/JFreeChart;,[64],org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,org.jfree.chart.JFreeChartTest.[engine:junit-jupiter]/[class:org.jfree.chart.JFreeChartTest]/[method:testSerialization2()],,,,True
