mutant id,default,single-group,single-group_errors-at-the-end,single-group_random-42,single-group_random-43,single-group_random-44,single-group_random-45,single-group_random-46,error count
71,TIMED_OUT,,,,,,,,1
156,TIMED_OUT,,,,,,,,1
2429,TIMED_OUT,,,,,,,,1
2351,TIMED_OUT,,,,,,,,1
1988,TIMED_OUT,,,,,,,,1
479,,,TIMED_OUT,,,,,,1
607,,,TIMED_OUT,,,,,,1
2340,,,TIMED_OUT,,,,,,1
2058,,,TIMED_OUT,,,,,,1
2135,,,TIMED_OUT,,,,,,1
2472,,,TIMED_OUT,,,,,,1
200,,,TIMED_OUT,,,,,,1
409,,,TIMED_OUT,,,,,,1
1655,,,TIMED_OUT,,,,,,1
1703,,,TIMED_OUT,,,,,,1
44,,,TIMED_OUT,,,,,,1
1771,,,TIMED_OUT,,,,,,1
492,,,,TIMED_OUT,,,,,1
2362,,,,TIMED_OUT,,,,,1
2041,,,,TIMED_OUT,,,,,1
2052,,,,TIMED_OUT,,,,,1
2125,,,,TIMED_OUT,,,,,1
203,,,,TIMED_OUT,,,,,1
1663,,,,TIMED_OUT,,,,,1
1679,,,,TIMED_OUT,,,,,1
1700,,,,TIMED_OUT,,,,,1
1547,,,,TIMED_OUT,,,,,1
21,,,,TIMED_OUT,,,,,1
34,,,,TIMED_OUT,,,,,1
36,,,,TIMED_OUT,,,,,1
131,,,,TIMED_OUT,,,,,1
2243,,,,TIMED_OUT,,,,,1
1713,,,,TIMED_OUT,,,,,1
653,,,,,TIMED_OUT,,,,1
2271,,,,,TIMED_OUT,,,,1
2275,,,,,TIMED_OUT,,,,1
2043,,,,,TIMED_OUT,,,,1
2048,,,,,TIMED_OUT,,,,1
424,,,,,TIMED_OUT,,,,1
163,,,,,TIMED_OUT,,,,1
165,,,,,TIMED_OUT,,,,1
201,,,,,TIMED_OUT,,,,1
1829,,,,,TIMED_OUT,,,,1
1693,,,,,TIMED_OUT,,,,1
1702,,,,,TIMED_OUT,,,,1
85,,,,,TIMED_OUT,,,,1
405,,,,,TIMED_OUT,,,,1
1621,,,,,TIMED_OUT,,,,1
744,,,,,TIMED_OUT,,,,1
1857,,,,,TIMED_OUT,,,,1
1552,,,,,TIMED_OUT,,,,1
612,,,,,,TIMED_OUT,,,1
2343,,,,,,TIMED_OUT,,,1
2352,,,,,,TIMED_OUT,,,1
2030,,,,,,TIMED_OUT,,,1
2031,,,,,,TIMED_OUT,,,1
2049,,,,,,TIMED_OUT,,,1
2464,,,,,,TIMED_OUT,,,1
1806,,,,,,TIMED_OUT,,,1
1549,,,,,,TIMED_OUT,,,1
107,,,,,,TIMED_OUT,,,1
1735,,,,,,TIMED_OUT,,,1
606,,,,,,,TIMED_OUT,,1
1987,,,,,,,TIMED_OUT,,1
2283,,,,,,,TIMED_OUT,,1
2051,,,,,,,TIMED_OUT,,1
2124,,,,,,,TIMED_OUT,,1
422,,,,,,,TIMED_OUT,,1
2431,,,,,,,TIMED_OUT,,1
1677,,,,,,,TIMED_OUT,,1
126,,,,,,,TIMED_OUT,,1
105,,,,,,,TIMED_OUT,,1
1744,,,,,,,TIMED_OUT,,1
1751,,,,,,,TIMED_OUT,,1
2382,,,,,,,TIMED_OUT,,1
1582,,,,,,,TIMED_OUT,,1
1559,,,,,,,TIMED_OUT,,1
613,,,,,,,,TIMED_OUT,1
2046,,,,,,,,TIMED_OUT,1
2059,,,,,,,,TIMED_OUT,1
2428,,,,,,,,TIMED_OUT,1
2438,,,,,,,,TIMED_OUT,1
2468,,,,,,,,TIMED_OUT,1
161,,,,,,,,TIMED_OUT,1
1652,,,,,,,,TIMED_OUT,1
1705,,,,,,,,TIMED_OUT,1
18,,,,,,,,TIMED_OUT,1
70,,,,,,,,TIMED_OUT,1
1860,,,,,,,,TIMED_OUT,1
1594,,,,,,,,TIMED_OUT,1
1614,,,,,,,,TIMED_OUT,1
1556,,,,,,,,TIMED_OUT,1
2122,TIMED_OUT,,TIMED_OUT,,,,,,2
483,TIMED_OUT,TIMED_OUT,,,,,,,2
1649,TIMED_OUT,,,,,,TIMED_OUT,,2
1674,TIMED_OUT,,,,,TIMED_OUT,,,2
1681,TIMED_OUT,,,,,TIMED_OUT,,,2
1691,TIMED_OUT,,,,,,TIMED_OUT,,2
1708,TIMED_OUT,,,,,TIMED_OUT,,,2
155,TIMED_OUT,,,TIMED_OUT,,,,,2
1580,TIMED_OUT,,,,,,,TIMED_OUT,2
1752,TIMED_OUT,,,,TIMED_OUT,,,,2
1776,TIMED_OUT,,,TIMED_OUT,,,,,2
2264,TIMED_OUT,,,,TIMED_OUT,,,,2
2447,TIMED_OUT,,,,,TIMED_OUT,,,2
1805,TIMED_OUT,,,,TIMED_OUT,,,,2
1627,TIMED_OUT,,,,,TIMED_OUT,,,2
1877,TIMED_OUT,,,,TIMED_OUT,,,,2
2348,TIMED_OUT,,,,,,,TIMED_OUT,2
2273,TIMED_OUT,,,TIMED_OUT,,,,,2
2272,,TIMED_OUT,TIMED_OUT,,,,,,2
2285,,TIMED_OUT,,,TIMED_OUT,,,,2
2121,,TIMED_OUT,,,,TIMED_OUT,,,2
2437,,TIMED_OUT,TIMED_OUT,,,,,,2
1653,,TIMED_OUT,TIMED_OUT,,,,,,2
1680,,TIMED_OUT,TIMED_OUT,,,,,,2
1707,,TIMED_OUT,TIMED_OUT,,,,,,2
113,,TIMED_OUT,TIMED_OUT,,,,,,2
177,,,TIMED_OUT,,,TIMED_OUT,,,2
33,,,TIMED_OUT,,,,TIMED_OUT,,2
1875,,,,TIMED_OUT,,,TIMED_OUT,,2
273,,,,TIMED_OUT,,,TIMED_OUT,,2
271,,,,TIMED_OUT,,,,TIMED_OUT,2
2350,,,,TIMED_OUT,TIMED_OUT,,,,2
2050,,,,TIMED_OUT,,TIMED_OUT,,,2
2133,,,,TIMED_OUT,,,,TIMED_OUT,2
2487,,,,TIMED_OUT,,,TIMED_OUT,,2
160,,,,TIMED_OUT,,,TIMED_OUT,,2
202,,,,TIMED_OUT,,,TIMED_OUT,,2
1800,,,,TIMED_OUT,,,,TIMED_OUT,2
1807,,,,TIMED_OUT,TIMED_OUT,,,,2
1833,,,,TIMED_OUT,,,,TIMED_OUT,2
1660,,,,TIMED_OUT,,,,TIMED_OUT,2
1661,,,,TIMED_OUT,TIMED_OUT,,,,2
101,,,,TIMED_OUT,,,,TIMED_OUT,2
135,,,,TIMED_OUT,,TIMED_OUT,,,2
447,,,,TIMED_OUT,,TIMED_OUT,,,2
1739,,,,TIMED_OUT,,,,TIMED_OUT,2
2378,,,,TIMED_OUT,,,,TIMED_OUT,2
1564,,,,TIMED_OUT,,,,TIMED_OUT,2
1615,,,,TIMED_OUT,,,TIMED_OUT,,2
2279,,,,,TIMED_OUT,,TIMED_OUT,,2
2282,,,,,TIMED_OUT,,,TIMED_OUT,2
2339,,,,,TIMED_OUT,,TIMED_OUT,,2
