mutant id,default,single-group,single-group_errors-at-the-end,single-group_random-42,single-group_random-43,single-group_random-44,single-group_random-45,single-group_random-46,error count
2111,,,,,TIMED_OUT,,TIMED_OUT,,2
2126,,,,,TIMED_OUT,,,TIMED_OUT,2
2427,,,,,TIMED_OUT,,TIMED_OUT,,2
2436,,,,,TIMED_OUT,TIMED_OUT,,,2
209,,,,,TIMED_OUT,,TIMED_OUT,,2
1654,,,,,TIMED_OUT,TIMED_OUT,,,2
1662,,,,,TIMED_OUT,,TIMED_OUT,,2
1685,,,,,TIMED_OUT,,TIMED_OUT,,2
103,,,,,TIMED_OUT,,,TIMED_OUT,2
454,,,,,TIMED_OUT,,,TIMED_OUT,2
1637,,,,,TIMED_OUT,TIMED_OUT,,,2
1866,,,,,TIMED_OUT,,TIMED_OUT,,2
1565,,,,,TIMED_OUT,,TIMED_OUT,,2
1597,,,,,TIMED_OUT,TIMED_OUT,,,2
1596,,,,,TIMED_OUT,,,TIMED_OUT,2
1616,,,,,TIMED_OUT,,,TIMED_OUT,2
2471,,,,,,TIMED_OUT,TIMED_OUT,,2
143,,,,,,TIMED_OUT,,TIMED_OUT,2
1669,,,,,,TIMED_OUT,TIMED_OUT,,2
16,,,,,,TIMED_OUT,TIMED_OUT,,2
102,,,,,,TIMED_OUT,,TIMED_OUT,2
1750,,,,,,TIMED_OUT,,TIMED_OUT,2
1633,,,,,,TIMED_OUT,,TIMED_OUT,2
1865,,,,,,TIMED_OUT,,TIMED_OUT,2
2375,,,,,,TIMED_OUT,TIMED_OUT,,2
1563,,,,,,TIMED_OUT,TIMED_OUT,,2
1613,,,,,,TIMED_OUT,,TIMED_OUT,2
2290,,,,,,,TIMED_OUT,TIMED_OUT,2
2345,,,,,,,TIMED_OUT,TIMED_OUT,2
2047,,,,,,,TIMED_OUT,TIMED_OUT,2
154,,,,,,,TIMED_OUT,TIMED_OUT,2
1657,,,,,,,TIMED_OUT,TIMED_OUT,2
1689,,,,,,,TIMED_OUT,TIMED_OUT,2
14,,,,,,,TIMED_OUT,TIMED_OUT,2
1576,,,,,,,TIMED_OUT,TIMED_OUT,2
1554,,,,,,,TIMED_OUT,TIMED_OUT,2
2123,TIMED_OUT,TIMED_OUT,,,,,TIMED_OUT,,3
2137,TIMED_OUT,,TIMED_OUT,,,,TIMED_OUT,,3
276,TIMED_OUT,,,,TIMED_OUT,,TIMED_OUT,,3
275,TIMED_OUT,,,,TIMED_OUT,,,TIMED_OUT,3
1659,TIMED_OUT,,,,,TIMED_OUT,,TIMED_OUT,3
1684,TIMED_OUT,,,TIMED_OUT,,TIMED_OUT,,,3
1687,TIMED_OUT,,,TIMED_OUT,,TIMED_OUT,,,3
1686,TIMED_OUT,TIMED_OUT,TIMED_OUT,,,,,,3
1697,TIMED_OUT,TIMED_OUT,,,TIMED_OUT,,,,3
1706,TIMED_OUT,,,,TIMED_OUT,,,TIMED_OUT,3
32,TIMED_OUT,TIMED_OUT,,,TIMED_OUT,,,,3
35,TIMED_OUT,,,,TIMED_OUT,,TIMED_OUT,,3
77,TIMED_OUT,,,TIMED_OUT,TIMED_OUT,,,,3
134,TIMED_OUT,TIMED_OUT,TIMED_OUT,,,,,,3
142,TIMED_OUT,,,TIMED_OUT,,,,TIMED_OUT,3
140,TIMED_OUT,,,,,TIMED_OUT,TIMED_OUT,,3
180,TIMED_OUT,TIMED_OUT,,,,,TIMED_OUT,,3
184,TIMED_OUT,TIMED_OUT,,,,TIMED_OUT,,,3
1561,TIMED_OUT,,,TIMED_OUT,TIMED_OUT,,,,3
1584,TIMED_OUT,,,TIMED_OUT,,TIMED_OUT,,,3
1595,TIMED_OUT,TIMED_OUT,TIMED_OUT,,,,,,3
1759,TIMED_OUT,TIMED_OUT,,,,TIMED_OUT,,,3
1773,TIMED_OUT,,,,,TIMED_OUT,,TIMED_OUT,3
2257,TIMED_OUT,,,,,TIMED_OUT,,TIMED_OUT,3
2430,TIMED_OUT,TIMED_OUT,TIMED_OUT,,,,,,3
450,TIMED_OUT,,,TIMED_OUT,,,TIMED_OUT,,3
455,TIMED_OUT,TIMED_OUT,TIMED_OUT,,,,,,3
1809,TIMED_OUT,TIMED_OUT,TIMED_OUT,,,,,,3
1632,TIMED_OUT,,,,,TIMED_OUT,TIMED_OUT,,3
1648,TIMED_OUT,TIMED_OUT,,,,,TIMED_OUT,,3
2276,TIMED_OUT,,,TIMED_OUT,,,TIMED_OUT,,3
2286,TIMED_OUT,,TIMED_OUT,,,TIMED_OUT,,,3
1858,TIMED_OUT,TIMED_OUT,TIMED_OUT,,,,,,3
1558,TIMED_OUT,,,TIMED_OUT,,TIMED_OUT,,,3
274,,TIMED_OUT,TIMED_OUT,TIMED_OUT,,,,,3
1986,,TIMED_OUT,TIMED_OUT,,,TIMED_OUT,,,3
1996,,TIMED_OUT,,TIMED_OUT,,,,TIMED_OUT,3
2470,,TIMED_OUT,,,TIMED_OUT,TIMED_OUT,,,3
194,,TIMED_OUT,,,TIMED_OUT,,,TIMED_OUT,3
408,,TIMED_OUT,TIMED_OUT,,,,TIMED_OUT,,3
1801,,TIMED_OUT,TIMED_OUT,,,,,TIMED_OUT,3
1832,,TIMED_OUT,TIMED_OUT,,,TIMED_OUT,,,3
1651,,TIMED_OUT,TIMED_OUT,TIMED_OUT,,,,,3
1682,,TIMED_OUT,TIMED_OUT,TIMED_OUT,,,,,3
1704,,TIMED_OUT,,,,TIMED_OUT,,TIMED_OUT,3
69,,TIMED_OUT,TIMED_OUT,,,TIMED_OUT,,,3
132,,TIMED_OUT,TIMED_OUT,,,,TIMED_OUT,,3
2252,,TIMED_OUT,TIMED_OUT,,,TIMED_OUT,,,3
1756,,TIMED_OUT,,,TIMED_OUT,,TIMED_OUT,,3
1777,,TIMED_OUT,TIMED_OUT,,,TIMED_OUT,,,3
1560,,TIMED_OUT,TIMED_OUT,,TIMED_OUT,,,,3
2289,,,TIMED_OUT,,,,TIMED_OUT,TIMED_OUT,3
181,,,TIMED_OUT,TIMED_OUT,,,,TIMED_OUT,3
185,,,TIMED_OUT,TIMED_OUT,,,TIMED_OUT,,3
1885,,,,TIMED_OUT,TIMED_OUT,TIMED_OUT,,,3
2278,,,,TIMED_OUT,,TIMED_OUT,,TIMED_OUT,3
2294,,,,TIMED_OUT,TIMED_OUT,TIMED_OUT,,,3
197,,,,TIMED_OUT,TIMED_OUT,,TIMED_OUT,,3
1668,,,,TIMED_OUT,TIMED_OUT,,,TIMED_OUT,3
1671,,,,TIMED_OUT,,,TIMED_OUT,TIMED_OUT,3
1676,,,,TIMED_OUT,,TIMED_OUT,,TIMED_OUT,3
1699,,,,TIMED_OUT,TIMED_OUT,,,TIMED_OUT,3
42,,,,TIMED_OUT,TIMED_OUT,,TIMED_OUT,,3
46,,,,TIMED_OUT,,TIMED_OUT,,TIMED_OUT,3
68,,,,TIMED_OUT,,TIMED_OUT,,TIMED_OUT,3
1736,,,,TIMED_OUT,TIMED_OUT,,,TIMED_OUT,3
1775,,,,TIMED_OUT,TIMED_OUT,,TIMED_OUT,,3
1785,,,,TIMED_OUT,TIMED_OUT,,,TIMED_OUT,3
1630,,,,TIMED_OUT,TIMED_OUT,,,TIMED_OUT,3
1640,,,,TIMED_OUT,,,TIMED_OUT,TIMED_OUT,3
738,,,,TIMED_OUT,,TIMED_OUT,,TIMED_OUT,3
1859,,,,TIMED_OUT,,TIMED_OUT,TIMED_OUT,,3
2373,,,,TIMED_OUT,,TIMED_OUT,,TIMED_OUT,3
1574,,,,TIMED_OUT,,TIMED_OUT,TIMED_OUT,,3
1990,,,,,TIMED_OUT,TIMED_OUT,TIMED_OUT,,3
198,,,,,TIMED_OUT,TIMED_OUT,,TIMED_OUT,3
1672,,,,,TIMED_OUT,TIMED_OUT,,TIMED_OUT,3
87,,,,,TIMED_OUT,TIMED_OUT,TIMED_OUT,,3
112,,,,,TIMED_OUT,,TIMED_OUT,TIMED_OUT,3
1745,,,,,TIMED_OUT,,TIMED_OUT,TIMED_OUT,3
740,,,,,TIMED_OUT,,TIMED_OUT,TIMED_OUT,3
1808,,,,,,TIMED_OUT,TIMED_OUT,TIMED_OUT,3
13,,,,,,TIMED_OUT,TIMED_OUT,TIMED_OUT,3
2042,TIMED_OUT,TIMED_OUT,TIMED_OUT,,TIMED_OUT,,,,4
2055,TIMED_OUT,,,TIMED_OUT,TIMED_OUT,,TIMED_OUT,,4
2054,TIMED_OUT,TIMED_OUT,TIMED_OUT,,,,,TIMED_OUT,4
2112,TIMED_OUT,TIMED_OUT,TIMED_OUT,,,TIMED_OUT,,,4
313,TIMED_OUT,,,,TIMED_OUT,TIMED_OUT,,TIMED_OUT,4
743,TIMED_OUT,TIMED_OUT,TIMED_OUT,,TIMED_OUT,,,,4
1678,TIMED_OUT,,,TIMED_OUT,TIMED_OUT,TIMED_OUT,,,4
1698,TIMED_OUT,,TIMED_OUT,TIMED_OUT,TIMED_OUT,,,,4
22,TIMED_OUT,,,,TIMED_OUT,TIMED_OUT,,TIMED_OUT,4
20,TIMED_OUT,TIMED_OUT,TIMED_OUT,,TIMED_OUT,,,,4
43,TIMED_OUT,TIMED_OUT,TIMED_OUT,,,,,TIMED_OUT,4
86,TIMED_OUT,,,TIMED_OUT,TIMED_OUT,,TIMED_OUT,,4
141,TIMED_OUT,TIMED_OUT,TIMED_OUT,,,TIMED_OUT,,,4
111,TIMED_OUT,TIMED_OUT,TIMED_OUT,,TIMED_OUT,,,,4
133,TIMED_OUT,,,TIMED_OUT,TIMED_OUT,,TIMED_OUT,,4
136,TIMED_OUT,TIMED_OUT,TIMED_OUT,,,TIMED_OUT,,,4
162,TIMED_OUT,TIMED_OUT,TIMED_OUT,TIMED_OUT,,,,,4
171,TIMED_OUT,TIMED_OUT,,TIMED_OUT,,,TIMED_OUT,,4
186,TIMED_OUT,TIMED_OUT,,,TIMED_OUT,TIMED_OUT,,,4
195,TIMED_OUT,,,TIMED_OUT,,TIMED_OUT,,TIMED_OUT,4
1593,TIMED_OUT,TIMED_OUT,TIMED_OUT,,TIMED_OUT,,,,4
1716,TIMED_OUT,TIMED_OUT,TIMED_OUT,,,,TIMED_OUT,,4
1740,TIMED_OUT,TIMED_OUT,TIMED_OUT,,TIMED_OUT,,,,4
1835,TIMED_OUT,,,,TIMED_OUT,TIMED_OUT,TIMED_OUT,,4
1831,TIMED_OUT,,,,TIMED_OUT,TIMED_OUT,TIMED_OUT,,4
1638,TIMED_OUT,TIMED_OUT,TIMED_OUT,TIMED_OUT,,,,,4
1878,TIMED_OUT,TIMED_OUT,TIMED_OUT,,,,,TIMED_OUT,4
2353,TIMED_OUT,TIMED_OUT,TIMED_OUT,,TIMED_OUT,,,,4
2287,TIMED_OUT,TIMED_OUT,,TIMED_OUT,,,,TIMED_OUT,4
1550,TIMED_OUT,,,TIMED_OUT,,,TIMED_OUT,TIMED_OUT,4
2274,,TIMED_OUT,TIMED_OUT,,,TIMED_OUT,,TIMED_OUT,4
2347,,TIMED_OUT,TIMED_OUT,,TIMED_OUT,,TIMED_OUT,,4
2057,,TIMED_OUT,TIMED_OUT,TIMED_OUT,TIMED_OUT,,,,4
153,,TIMED_OUT,TIMED_OUT,,,TIMED_OUT,TIMED_OUT,,4
1830,,TIMED_OUT,TIMED_OUT,TIMED_OUT,,,TIMED_OUT,,4
1658,,TIMED_OUT,TIMED_OUT,TIMED_OUT,,,TIMED_OUT,,4
1673,,TIMED_OUT,TIMED_OUT,,,TIMED_OUT,TIMED_OUT,,4
1690,,TIMED_OUT,TIMED_OUT,TIMED_OUT,,,TIMED_OUT,,4
1692,,TIMED_OUT,TIMED_OUT,,TIMED_OUT,TIMED_OUT,,,4
1546,,TIMED_OUT,TIMED_OUT,,TIMED_OUT,TIMED_OUT,,,4
1551,,TIMED_OUT,TIMED_OUT,,,,TIMED_OUT,TIMED_OUT,4
72,,TIMED_OUT,TIMED_OUT,TIMED_OUT,TIMED_OUT,,,,4
83,,TIMED_OUT,TIMED_OUT,TIMED_OUT,,,,TIMED_OUT,4
130,,TIMED_OUT,TIMED_OUT,,,TIMED_OUT,TIMED_OUT,,4
2265,,TIMED_OUT,TIMED_OUT,,,,TIMED_OUT,TIMED_OUT,4
1772,,TIMED_OUT,TIMED_OUT,,,TIMED_OUT,TIMED_OUT,,4
1631,,TIMED_OUT,TIMED_OUT,,TIMED_OUT,,TIMED_OUT,,4
1581,,TIMED_OUT,TIMED_OUT,,,TIMED_OUT,TIMED_OUT,,4
1585,,TIMED_OUT,TIMED_OUT,,,TIMED_OUT,TIMED_OUT,,4
193,,,TIMED_OUT,,TIMED_OUT,,TIMED_OUT,TIMED_OUT,4
1879,,,,TIMED_OUT,TIMED_OUT,TIMED_OUT,TIMED_OUT,,4
2292,,,,TIMED_OUT,TIMED_OUT,TIMED_OUT,TIMED_OUT,,4
2056,,,,TIMED_OUT,TIMED_OUT,TIMED_OUT,,TIMED_OUT,4
2053,,,,TIMED_OUT,,TIMED_OUT,TIMED_OUT,TIMED_OUT,4
1683,,,,TIMED_OUT,,TIMED_OUT,TIMED_OUT,TIMED_OUT,4
742,,,,TIMED_OUT,,TIMED_OUT,TIMED_OUT,TIMED_OUT,4
1863,,,,TIMED_OUT,,TIMED_OUT,TIMED_OUT,TIMED_OUT,4
1586,,,,TIMED_OUT,TIMED_OUT,TIMED_OUT,TIMED_OUT,,4
17,,,,,TIMED_OUT,TIMED_OUT,TIMED_OUT,TIMED_OUT,4
452,,,,,TIMED_OUT,TIMED_OUT,TIMED_OUT,TIMED_OUT,4
2134,TIMED_OUT,TIMED_OUT,TIMED_OUT,TIMED_OUT,TIMED_OUT,,,,5
272,TIMED_OUT,TIMED_OUT,TIMED_OUT,,,TIMED_OUT,TIMED_OUT,,5
1694,TIMED_OUT,TIMED_OUT,TIMED_OUT,,,,TIMED_OUT,TIMED_OUT,5
164,TIMED_OUT,TIMED_OUT,TIMED_OUT,,,TIMED_OUT,,TIMED_OUT,5
199,TIMED_OUT,TIMED_OUT,TIMED_OUT,TIMED_OUT,,,TIMED_OUT,,5
208,TIMED_OUT,TIMED_OUT,,TIMED_OUT,TIMED_OUT,TIMED_OUT,,,5
1598,TIMED_OUT,TIMED_OUT,TIMED_OUT,TIMED_OUT,,,,TIMED_OUT,5
1757,TIMED_OUT,,TIMED_OUT,TIMED_OUT,TIMED_OUT,,,TIMED_OUT,5
2484,TIMED_OUT,,,TIMED_OUT,TIMED_OUT,,TIMED_OUT,TIMED_OUT,5
2488,TIMED_OUT,TIMED_OUT,TIMED_OUT,TIMED_OUT,,,,TIMED_OUT,5
449,TIMED_OUT,TIMED_OUT,TIMED_OUT,TIMED_OUT,TIMED_OUT,,,,5
1834,TIMED_OUT,TIMED_OUT,TIMED_OUT,TIMED_OUT,,,TIMED_OUT,,5
1634,TIMED_OUT,TIMED_OUT,TIMED_OUT,,TIMED_OUT,,TIMED_OUT,,5
1880,TIMED_OUT,TIMED_OUT,TIMED_OUT,,TIMED_OUT,,,TIMED_OUT,5
2344,TIMED_OUT,TIMED_OUT,TIMED_OUT,TIMED_OUT,,,,TIMED_OUT,5
2277,TIMED_OUT,,,TIMED_OUT,TIMED_OUT,,TIMED_OUT,TIMED_OUT,5
2291,TIMED_OUT,TIMED_OUT,TIMED_OUT,,,,TIMED_OUT,TIMED_OUT,5
1861,TIMED_OUT,TIMED_OUT,TIMED_OUT,TIMED_OUT,,,TIMED_OUT,,5
2374,TIMED_OUT,TIMED_OUT,TIMED_OUT,TIMED_OUT,TIMED_OUT,,,,5
1557,TIMED_OUT,TIMED_OUT,TIMED_OUT,TIMED_OUT,,TIMED_OUT,,,5
1548,TIMED_OUT,TIMED_OUT,TIMED_OUT,,,TIMED_OUT,,TIMED_OUT,5
1876,,TIMED_OUT,TIMED_OUT,,,TIMED_OUT,TIMED_OUT,TIMED_OUT,5
2136,,TIMED_OUT,,,TIMED_OUT,TIMED_OUT,TIMED_OUT,TIMED_OUT,5
196,,TIMED_OUT,TIMED_OUT,,TIMED_OUT,TIMED_OUT,,TIMED_OUT,5
1675,,TIMED_OUT,TIMED_OUT,TIMED_OUT,TIMED_OUT,TIMED_OUT,,,5
37,,TIMED_OUT,TIMED_OUT,,TIMED_OUT,TIMED_OUT,,TIMED_OUT,5
451,,TIMED_OUT,TIMED_OUT,,,TIMED_OUT,TIMED_OUT,TIMED_OUT,5
1562,,TIMED_OUT,TIMED_OUT,,TIMED_OUT,TIMED_OUT,,TIMED_OUT,5
739,TIMED_OUT,TIMED_OUT,TIMED_OUT,,TIMED_OUT,TIMED_OUT,TIMED_OUT,,6
1575,TIMED_OUT,TIMED_OUT,TIMED_OUT,TIMED_OUT,,TIMED_OUT,,TIMED_OUT,6
453,TIMED_OUT,TIMED_OUT,TIMED_OUT,TIMED_OUT,TIMED_OUT,TIMED_OUT,,,6
1641,TIMED_OUT,TIMED_OUT,TIMED_OUT,TIMED_OUT,,TIMED_OUT,,TIMED_OUT,6
2293,TIMED_OUT,TIMED_OUT,TIMED_OUT,TIMED_OUT,,TIMED_OUT,TIMED_OUT,,6
2376,TIMED_OUT,TIMED_OUT,TIMED_OUT,,TIMED_OUT,,TIMED_OUT,TIMED_OUT,6
311,,TIMED_OUT,TIMED_OUT,TIMED_OUT,TIMED_OUT,TIMED_OUT,,TIMED_OUT,6
23,,TIMED_OUT,TIMED_OUT,TIMED_OUT,TIMED_OUT,,TIMED_OUT,TIMED_OUT,6
1774,,TIMED_OUT,TIMED_OUT,TIMED_OUT,,TIMED_OUT,TIMED_OUT,TIMED_OUT,6
741,TIMED_OUT,TIMED_OUT,TIMED_OUT,TIMED_OUT,,TIMED_OUT,TIMED_OUT,TIMED_OUT,7
1583,TIMED_OUT,TIMED_OUT,TIMED_OUT,TIMED_OUT,TIMED_OUT,,TIMED_OUT,TIMED_OUT,7
1553,TIMED_OUT,TIMED_OUT,TIMED_OUT,TIMED_OUT,TIMED_OUT,TIMED_OUT,,TIMED_OUT,7
1555,TIMED_OUT,TIMED_OUT,TIMED_OUT,TIMED_OUT,TIMED_OUT,TIMED_OUT,TIMED_OUT,,7
370,TIMED_OUT,TIMED_OUT,TIMED_OUT,TIMED_OUT,TIMED_OUT,TIMED_OUT,TIMED_OUT,TIMED_OUT,8
2205,TIMED_OUT,TIMED_OUT,TIMED_OUT,TIMED_OUT,TIMED_OUT,TIMED_OUT,TIMED_OUT,TIMED_OUT,8
2211,TIMED_OUT,TIMED_OUT,TIMED_OUT,TIMED_OUT,TIMED_OUT,TIMED_OUT,TIMED_OUT,TIMED_OUT,8
2260,TIMED_OUT,TIMED_OUT,TIMED_OUT,TIMED_OUT,TIMED_OUT,TIMED_OUT,TIMED_OUT,TIMED_OUT,8
