clazz,method,methodDesc,indexes,mutator,default,sgl_grp,def_ln-freq_def,def_def_shuf,clz_clz-cvg_def,clz_ln-cvg_def,n-tst_clz-cvg_def,n-tst_ln-cvg_def,n-tst_clz-sim_def,n-tst_clz-diff_def,n-tst_clz-ext_def,n-tst_ln-ext_def,01-tst_clz-cvg_def,01-tst_ln-cvg_def
com.google.common.jimfs.AbstractWatchService$Key,reset,()Z,[27],org.pitest.mutationtest.engine.gregor.mutators.returns.BooleanFalseReturnValsMutator,SURVIVED,KILLED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED
com.google.common.jimfs.SystemJimfsFileSystemProvider,getPath,(Ljava/net/URI;)Ljava/nio/file/Path;,[13],org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,SURVIVED,KILLED,SURVIVED,SURVIVED,SURVIVED,KILLED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED
com.google.common.jimfs.SystemJimfsFileSystemProvider,getPath,(Ljava/net/URI;)Ljava/nio/file/Path;,[33],org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,SURVIVED,KILLED,SURVIVED,SURVIVED,SURVIVED,KILLED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED
com.google.common.jimfs.SystemJimfsFileSystemProvider,isValidFileSystemUri,(Ljava/net/URI;)Z,[27],org.pitest.mutationtest.engine.gregor.mutators.returns.BooleanTrueReturnValsMutator,SURVIVED,KILLED,SURVIVED,SURVIVED,SURVIVED,KILLED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED
com.google.common.jimfs.SystemJimfsFileSystemProvider,newFileSystem,(Ljava/net/URI;Ljava/util/Map;)Ljava/nio/file/FileSystem;,[14],org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,SURVIVED,KILLED,KILLED,FLAKY,KILLED,KILLED,FLAKY,FLAKY,SURVIVED,SURVIVED,FLAKY,FLAKY,FLAKY,KILLED
com.google.common.jimfs.SystemJimfsFileSystemProvider,newFileSystem,(Ljava/net/URI;Ljava/util/Map;)Ljava/nio/file/FileSystem;,[25],org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,SURVIVED,KILLED,FLAKY,FLAKY,FLAKY,KILLED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED
com.google.common.jimfs.SystemJimfsFileSystemProvider,newFileSystem,(Ljava/net/URI;Ljava/util/Map;)Ljava/nio/file/FileSystem;,[40],org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,SURVIVED,KILLED,SURVIVED,SURVIVED,SURVIVED,KILLED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED
com.google.common.jimfs.SystemJimfsFileSystemProvider,newFileSystem,(Ljava/net/URI;Ljava/util/Map;)Ljava/nio/file/FileSystem;,[67],org.pitest.mutationtest.engine.gregor.mutators.returns.NullReturnValsMutator,KILLED,KILLED,SURVIVED,SURVIVED,SURVIVED,KILLED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED
com.google.common.jimfs.PollingWatchService,<init>,(Lcom/google/common/jimfs/FileSystemView;Lcom/google/common/jimfs/PathService;Lcom/google/common/jimfs/FileSystemState;JLjava/util/concurrent/TimeUnit;)V,[54],org.pitest.mutationtest.engine.gregor.mutators.ConditionalsBoundaryMutator,SURVIVED,KILLED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED
com.google.common.jimfs.PollingWatchService,<init>,(Lcom/google/common/jimfs/FileSystemView;Lcom/google/common/jimfs/PathService;Lcom/google/common/jimfs/FileSystemState;JLjava/util/concurrent/TimeUnit;)V,[64],org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,SURVIVED,KILLED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED
com.google.common.jimfs.PollingWatchService,close,()V,[39],org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,SURVIVED,KILLED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED
com.google.common.jimfs.PollingWatchService,close,()V,[45],org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,SURVIVED,KILLED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED
com.google.common.jimfs.PollingWatchService,isSameFileSystem,(Ljava/nio/file/Path;)Z,[17],org.pitest.mutationtest.engine.gregor.mutators.returns.BooleanTrueReturnValsMutator,SURVIVED,KILLED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED
com.google.common.jimfs.FileSystemState,register,(Ljava/io/Closeable;)Ljava/io/Closeable;,[4],org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,SURVIVED,SURVIVED,SURVIVED,KILLED,KILLED,KILLED,KILLED,SURVIVED,SURVIVED,SURVIVED,KILLED,KILLED,KILLED,SURVIVED
com.google.common.jimfs.FileSystemState,register,(Ljava/io/Closeable;)Ljava/io/Closeable;,[14],org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,FLAKY,SURVIVED,KILLED,SURVIVED,SURVIVED,KILLED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED
com.google.common.jimfs.FileSystemState,register,(Ljava/io/Closeable;)Ljava/io/Closeable;,[35],org.pitest.mutationtest.engine.gregor.mutators.returns.NullReturnValsMutator,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,KILLED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED
com.google.common.jimfs.DosAttributeProvider,attributesType,()Ljava/lang/Class;,[4],org.pitest.mutationtest.engine.gregor.mutators.returns.NullReturnValsMutator,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,KILLED,KILLED,SURVIVED,SURVIVED,KILLED,KILLED,SURVIVED,SURVIVED
com.google.common.jimfs.JimfsFileSystems,createDefaultView,(Lcom/google/common/jimfs/Configuration;Lcom/google/common/jimfs/JimfsFileStore;Lcom/google/common/jimfs/PathService;)Lcom/google/common/jimfs/FileSystemView;,[64],org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,KILLED,KILLED,SURVIVED,KILLED,KILLED,KILLED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED
com.google.common.jimfs.JimfsFileSystems,createFileStore,(Lcom/google/common/jimfs/Configuration;Lcom/google/common/jimfs/PathService;Lcom/google/common/jimfs/FileSystemState;)Lcom/google/common/jimfs/JimfsFileStore;,[93],org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,KILLED,KILLED,SURVIVED,KILLED,KILLED,KILLED,SURVIVED,SURVIVED,SURVIVED,KILLED,SURVIVED,SURVIVED,SURVIVED,SURVIVED
com.google.common.jimfs.UnixPathType,parseUriPath,(Ljava/lang/String;)Lcom/google/common/jimfs/PathType$ParseResult;,[8],org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,KILLED,SURVIVED,SURVIVED,KILLED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED
com.google.common.jimfs.Jimfs,newFileSystem,(Ljava/net/URI;Lcom/google/common/jimfs/Configuration;)Ljava/nio/file/FileSystem;,[14],org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,KILLED,KILLED,KILLED,KILLED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,KILLED,KILLED,SURVIVED,SURVIVED,SURVIVED,SURVIVED
com.google.common.jimfs.PathMatchers$RegexPathMatcher,toString,()Ljava/lang/String;,[9],org.pitest.mutationtest.engine.gregor.mutators.returns.EmptyObjectReturnValsMutator,SURVIVED,KILLED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED
