project,mutant_id,clazz,mutator,default_0,default_1,default_2,default_3,default_4,default_5,single-group_0,single-group_1,single-group_2,single-group_3,single-group_4,single-group_5,by-proportions_0,by-proportions_1,by-proportions_2,by-proportions_3,by-proportions_4,by-proportions_5
empire-db,667,org.apache.empire.db.DBCommand,org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,TIMED_OUT,TIMED_OUT,TIMED_OUT,TIMED_OUT,TIMED_OUT,TIMED_OUT,TIMED_OUT,TIMED_OUT,TIMED_OUT,TIMED_OUT,TIMED_OUT,TIMED_OUT,TIMED_OUT,TIMED_OUT,TIMED_OUT,TIMED_OUT,TIMED_OUT,TIMED_OUT
empire-db,673,org.apache.empire.db.DBCommand,org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,KILLED,KILLED,KILLED,KILLED,KILLED,KILLED,TIMED_OUT,TIMED_OUT,TIMED_OUT,TIMED_OUT,TIMED_OUT,TIMED_OUT,KILLED,KILLED,KILLED,KILLED,KILLED,KILLED
empire-db,679,org.apache.empire.db.DBCommand,org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,TIMED_OUT,TIMED_OUT,TIMED_OUT,TIMED_OUT,TIMED_OUT,TIMED_OUT,KILLED,KILLED,KILLED,KILLED,KILLED,KILLED,TIMED_OUT,TIMED_OUT,TIMED_OUT,TIMED_OUT,TIMED_OUT,TIMED_OUT
empire-db,683,org.apache.empire.db.DBCommand,org.pitest.mutationtest.engine.gregor.mutators.returns.EmptyObjectReturnValsMutator,TIMED_OUT,TIMED_OUT,TIMED_OUT,TIMED_OUT,TIMED_OUT,TIMED_OUT,TIMED_OUT,TIMED_OUT,TIMED_OUT,TIMED_OUT,TIMED_OUT,TIMED_OUT,TIMED_OUT,TIMED_OUT,TIMED_OUT,TIMED_OUT,TIMED_OUT,TIMED_OUT
empire-db,737,org.apache.empire.db.DBCommand,org.pitest.mutationtest.engine.gregor.mutators.returns.BooleanTrueReturnValsMutator,TIMED_OUT,TIMED_OUT,TIMED_OUT,TIMED_OUT,TIMED_OUT,TIMED_OUT,TIMED_OUT,TIMED_OUT,TIMED_OUT,TIMED_OUT,TIMED_OUT,TIMED_OUT,TIMED_OUT,TIMED_OUT,TIMED_OUT,TIMED_OUT,TIMED_OUT,TIMED_OUT
empire-db,746,org.apache.empire.db.DBCommand,org.pitest.mutationtest.engine.gregor.mutators.ConditionalsBoundaryMutator,TIMED_OUT,TIMED_OUT,TIMED_OUT,TIMED_OUT,TIMED_OUT,TIMED_OUT,TIMED_OUT,TIMED_OUT,TIMED_OUT,TIMED_OUT,TIMED_OUT,TIMED_OUT,TIMED_OUT,TIMED_OUT,TIMED_OUT,TIMED_OUT,TIMED_OUT,TIMED_OUT
empire-db,750,org.apache.empire.db.DBCommand,org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,KILLED,KILLED,KILLED,KILLED,KILLED,KILLED,TIMED_OUT,TIMED_OUT,TIMED_OUT,TIMED_OUT,TIMED_OUT,TIMED_OUT,KILLED,KILLED,KILLED,KILLED,KILLED,KILLED
empire-db,751,org.apache.empire.db.DBCommand,org.pitest.mutationtest.engine.gregor.mutators.returns.NullReturnValsMutator,TIMED_OUT,TIMED_OUT,TIMED_OUT,TIMED_OUT,TIMED_OUT,TIMED_OUT,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,SURVIVED,TIMED_OUT,TIMED_OUT,TIMED_OUT,TIMED_OUT,TIMED_OUT,TIMED_OUT
empire-db,758,org.apache.empire.db.DBCommand,org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,KILLED,KILLED,KILLED,KILLED,KILLED,KILLED,TIMED_OUT,TIMED_OUT,TIMED_OUT,TIMED_OUT,TIMED_OUT,TIMED_OUT,KILLED,KILLED,KILLED,KILLED,KILLED,KILLED
empire-db,759,org.apache.empire.db.DBCommand,org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,TIMED_OUT,TIMED_OUT,TIMED_OUT,TIMED_OUT,TIMED_OUT,TIMED_OUT,KILLED,KILLED,KILLED,KILLED,KILLED,KILLED,TIMED_OUT,TIMED_OUT,TIMED_OUT,TIMED_OUT,TIMED_OUT,TIMED_OUT
