clazz,method,methodDesc,indexes,mutator,0,42,123,216,1202,1999,2002,2024,31415,99999,default,fastest
org.apache.commons.codec.digest.HmacUtils,hmac,(Ljava/io/InputStream;)[B,18,org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,118,88,109,118,137,141,150,90,115,102,120,90
org.apache.commons.codec.digest.HmacUtils,hmac,(Ljava/io/InputStream;)[B,26,org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,118,87,113,113,129,144,146,89,108,153,138,93
org.apache.commons.codec.digest.HmacUtils,hmac,(Ljava/io/InputStream;)[B,34,org.pitest.mutationtest.engine.gregor.mutators.returns.NullReturnValsMutator,118,82,106,103,122,131,133,85,101,146,110,85
org.apache.commons.codec.digest.HmacUtils,hmac,(Ljava/lang/String;)[B,8,org.pitest.mutationtest.engine.gregor.mutators.returns.NullReturnValsMutator,119,90,119,114,124,144,152,92,109,142,114,94
org.apache.commons.codec.digest.HmacUtils,hmac,([B)[B,7,org.pitest.mutationtest.engine.gregor.mutators.returns.NullReturnValsMutator,104,85,109,106,117,150,144,87,107,128,103,87
org.apache.commons.codec.digest.HmacUtils,hmacHex,(Ljava/io/InputStream;)Ljava/lang/String;,7,org.pitest.mutationtest.engine.gregor.mutators.returns.EmptyObjectReturnValsMutator,62,51,66,76,70,88,114,52,63,87,68,52
org.apache.commons.codec.digest.HmacUtils,hmacHex,(Ljava/lang/String;)Ljava/lang/String;,7,org.pitest.mutationtest.engine.gregor.mutators.returns.EmptyObjectReturnValsMutator,60,48,55,80,67,90,83,51,64,78,61,48
org.apache.commons.codec.digest.HmacUtils,hmacHex,([B)Ljava/lang/String;,7,org.pitest.mutationtest.engine.gregor.mutators.returns.EmptyObjectReturnValsMutator,63,51,56,70,72,75,91,52,62,79,63,51
org.apache.commons.codec.digest.HmacUtils,hmacMd5,(Ljava/lang/String;Ljava/lang/String;)[B,10,org.pitest.mutationtest.engine.gregor.mutators.returns.NullReturnValsMutator,2,1,1,2,2,2,4,1,2,4,1,1
org.apache.commons.codec.digest.HmacUtils,hmacMd5,([BLjava/io/InputStream;)[B,10,org.pitest.mutationtest.engine.gregor.mutators.returns.NullReturnValsMutator,2,1,1,3,2,2,4,1,1,4,1,1
org.apache.commons.codec.digest.HmacUtils,hmacMd5,([B[B)[B,10,org.pitest.mutationtest.engine.gregor.mutators.returns.NullReturnValsMutator,2,1,2,2,2,2,4,1,2,5,2,1
org.apache.commons.codec.digest.HmacUtils,hmacMd5Hex,(Ljava/lang/String;Ljava/lang/String;)Ljava/lang/String;,10,org.pitest.mutationtest.engine.gregor.mutators.returns.EmptyObjectReturnValsMutator,4,2,4,4,6,10,6,2,4,6,5,3
org.apache.commons.codec.digest.HmacUtils,hmacMd5Hex,([BLjava/io/InputStream;)Ljava/lang/String;,10,org.pitest.mutationtest.engine.gregor.mutators.returns.EmptyObjectReturnValsMutator,4,2,4,5,4,7,9,3,4,8,4,3
org.apache.commons.codec.digest.HmacUtils,hmacMd5Hex,([B[B)Ljava/lang/String;,10,org.pitest.mutationtest.engine.gregor.mutators.returns.EmptyObjectReturnValsMutator,1,1,1,2,2,6,2,1,1,4,1,1
org.apache.commons.codec.digest.HmacUtils,hmacSha1,(Ljava/lang/String;Ljava/lang/String;)[B,10,org.pitest.mutationtest.engine.gregor.mutators.returns.NullReturnValsMutator,1,1,1,2,2,3,2,1,1,3,1,1
org.apache.commons.codec.digest.HmacUtils,hmacSha1,([BLjava/io/InputStream;)[B,10,org.pitest.mutationtest.engine.gregor.mutators.returns.NullReturnValsMutator,2,1,1,2,2,4,3,1,2,4,1,1
org.apache.commons.codec.digest.HmacUtils,hmacSha1,([B[B)[B,10,org.pitest.mutationtest.engine.gregor.mutators.returns.NullReturnValsMutator,2,1,1,3,4,6,4,1,2,4,1,1
org.apache.commons.codec.digest.HmacUtils,hmacSha1Hex,(Ljava/lang/String;Ljava/lang/String;)Ljava/lang/String;,10,org.pitest.mutationtest.engine.gregor.mutators.returns.EmptyObjectReturnValsMutator,4,2,3,10,5,7,9,2,3,8,3,3
org.apache.commons.codec.digest.HmacUtils,hmacSha1Hex,([BLjava/io/InputStream;)Ljava/lang/String;,10,org.pitest.mutationtest.engine.gregor.mutators.returns.EmptyObjectReturnValsMutator,4,2,4,4,6,6,5,2,3,8,3,2
org.apache.commons.codec.digest.HmacUtils,hmacSha1Hex,([B[B)Ljava/lang/String;,10,org.pitest.mutationtest.engine.gregor.mutators.returns.EmptyObjectReturnValsMutator,1,1,1,3,3,2,2,1,1,4,1,1
org.apache.commons.codec.digest.HmacUtils,hmacSha256,(Ljava/lang/String;Ljava/lang/String;)[B,10,org.pitest.mutationtest.engine.gregor.mutators.returns.NullReturnValsMutator,1,1,2,3,3,4,3,1,1,4,1,1
org.apache.commons.codec.digest.HmacUtils,hmacSha256,([BLjava/io/InputStream;)[B,10,org.pitest.mutationtest.engine.gregor.mutators.returns.NullReturnValsMutator,2,1,2,3,3,2,3,1,1,3,1,1
org.apache.commons.codec.digest.HmacUtils,hmacSha256,([B[B)[B,10,org.pitest.mutationtest.engine.gregor.mutators.returns.NullReturnValsMutator,2,1,2,3,2,2,2,1,2,3,1,1
org.apache.commons.codec.digest.HmacUtils,hmacSha256Hex,(Ljava/lang/String;Ljava/lang/String;)Ljava/lang/String;,10,org.pitest.mutationtest.engine.gregor.mutators.returns.EmptyObjectReturnValsMutator,2,1,2,2,3,2,2,1,1,4,2,1
org.apache.commons.codec.digest.HmacUtils,hmacSha256Hex,([BLjava/io/InputStream;)Ljava/lang/String;,10,org.pitest.mutationtest.engine.gregor.mutators.returns.EmptyObjectReturnValsMutator,2,1,2,2,2,2,2,1,1,2,1,1
org.apache.commons.codec.digest.HmacUtils,hmacSha256Hex,([B[B)Ljava/lang/String;,10,org.pitest.mutationtest.engine.gregor.mutators.returns.EmptyObjectReturnValsMutator,2,1,2,2,2,2,2,1,1,2,1,1
org.apache.commons.codec.digest.HmacUtils,hmacSha384,(Ljava/lang/String;Ljava/lang/String;)[B,10,org.pitest.mutationtest.engine.gregor.mutators.returns.NullReturnValsMutator,2,1,2,5,1,2,2,1,2,2,2,1
org.apache.commons.codec.digest.HmacUtils,hmacSha384,([BLjava/io/InputStream;)[B,10,org.pitest.mutationtest.engine.gregor.mutators.returns.NullReturnValsMutator,2,1,1,2,2,2,2,1,5,2,1,1
org.apache.commons.codec.digest.HmacUtils,hmacSha384,([B[B)[B,10,org.pitest.mutationtest.engine.gregor.mutators.returns.NullReturnValsMutator,3,1,2,2,2,2,2,1,2,2,1,1
org.apache.commons.codec.digest.HmacUtils,hmacSha384Hex,(Ljava/lang/String;Ljava/lang/String;)Ljava/lang/String;,10,org.pitest.mutationtest.engine.gregor.mutators.returns.EmptyObjectReturnValsMutator,2,1,2,2,2,2,2,1,3,2,2,1
org.apache.commons.codec.digest.HmacUtils,hmacSha384Hex,([BLjava/io/InputStream;)Ljava/lang/String;,10,org.pitest.mutationtest.engine.gregor.mutators.returns.EmptyObjectReturnValsMutator,2,1,2,2,6,2,3,1,2,3,1,1
org.apache.commons.codec.digest.HmacUtils,hmacSha384Hex,([B[B)Ljava/lang/String;,10,org.pitest.mutationtest.engine.gregor.mutators.returns.EmptyObjectReturnValsMutator,4,1,2,2,2,3,2,1,2,4,1,1
org.apache.commons.codec.digest.HmacUtils,hmacSha512,(Ljava/lang/String;Ljava/lang/String;)[B,10,org.pitest.mutationtest.engine.gregor.mutators.returns.NullReturnValsMutator,2,1,2,2,4,2,2,1,2,4,1,1
org.apache.commons.codec.digest.HmacUtils,hmacSha512,([BLjava/io/InputStream;)[B,10,org.pitest.mutationtest.engine.gregor.mutators.returns.NullReturnValsMutator,2,1,3,3,2,2,3,1,2,4,2,1
org.apache.commons.codec.digest.HmacUtils,hmacSha512,([B[B)[B,10,org.pitest.mutationtest.engine.gregor.mutators.returns.NullReturnValsMutator,2,1,2,3,3,3,2,1,2,5,2,1
org.apache.commons.codec.digest.HmacUtils,hmacSha512Hex,(Ljava/lang/String;Ljava/lang/String;)Ljava/lang/String;,10,org.pitest.mutationtest.engine.gregor.mutators.returns.EmptyObjectReturnValsMutator,2,1,2,4,5,3,2,1,2,2,1,1
org.apache.commons.codec.digest.HmacUtils,hmacSha512Hex,([BLjava/io/InputStream;)Ljava/lang/String;,10,org.pitest.mutationtest.engine.gregor.mutators.returns.EmptyObjectReturnValsMutator,3,1,3,3,3,3,2,1,1,4,1,1
org.apache.commons.codec.digest.HmacUtils,hmacSha512Hex,([B[B)Ljava/lang/String;,10,org.pitest.mutationtest.engine.gregor.mutators.returns.EmptyObjectReturnValsMutator,2,1,2,3,2,2,2,1,2,2,2,2
org.apache.commons.codec.digest.HmacUtils,isAvailable,(Lorg/apache/commons/codec/digest/HmacAlgorithms;)Z,11,org.pitest.mutationtest.engine.gregor.mutators.returns.BooleanFalseReturnValsMutator,767,612,741,836,899,814,800,622,745,790,684,628
org.apache.commons.codec.digest.HmacUtils,updateHmac,(Ljavax/crypto/Mac;Ljava/io/InputStream;)Ljavax/crypto/Mac;,23,org.pitest.mutationtest.engine.gregor.mutators.ConditionalsBoundaryMutator,1,1,1,1,2,3,2,1,2,2,2,1
org.apache.commons.codec.digest.HmacUtils,updateHmac,(Ljavax/crypto/Mac;Ljava/io/InputStream;)Ljavax/crypto/Mac;,23,org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,1,1,1,1,2,2,2,1,2,1,1,1
org.apache.commons.codec.digest.HmacUtils,updateHmac,(Ljavax/crypto/Mac;Ljava/io/InputStream;)Ljavax/crypto/Mac;,30,org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,1,1,1,2,2,1,2,1,2,2,1,1
org.apache.commons.codec.digest.HmacUtils,updateHmac,(Ljavax/crypto/Mac;Ljava/io/InputStream;)Ljavax/crypto/Mac;,44,org.pitest.mutationtest.engine.gregor.mutators.returns.NullReturnValsMutator,1,1,1,1,2,2,2,1,1,2,1,1
org.apache.commons.codec.digest.HmacUtils,updateHmac,(Ljavax/crypto/Mac;Ljava/io/InputStream;)Ljavax/crypto/Mac;,4,org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,1,1,1,1,2,2,2,1,1,2,2,1
org.apache.commons.codec.digest.HmacUtils,updateHmac,(Ljavax/crypto/Mac;Ljava/lang/String;)Ljavax/crypto/Mac;,10,org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,52,44,55,57,74,61,63,44,61,61,53,44
org.apache.commons.codec.digest.HmacUtils,updateHmac,(Ljavax/crypto/Mac;Ljava/lang/String;)Ljavax/crypto/Mac;,14,org.pitest.mutationtest.engine.gregor.mutators.returns.NullReturnValsMutator,61,48,55,60,76,59,64,47,59,61,56,47
org.apache.commons.codec.digest.HmacUtils,updateHmac,(Ljavax/crypto/Mac;Ljava/lang/String;)Ljavax/crypto/Mac;,4,org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,61,44,54,60,66,54,66,44,55,57,54,44
org.apache.commons.codec.digest.HmacUtils,updateHmac,(Ljavax/crypto/Mac;[B)Ljavax/crypto/Mac;,13,org.pitest.mutationtest.engine.gregor.mutators.returns.NullReturnValsMutator,2,1,1,1,2,4,2,1,2,2,1,1
org.apache.commons.codec.digest.HmacUtils,updateHmac,(Ljavax/crypto/Mac;[B)Ljavax/crypto/Mac;,4,org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,1,1,2,2,2,2,3,1,2,2,2,1
org.apache.commons.codec.language.bm.PhoneticEngine,<init>,(Lorg/apache/commons/codec/language/bm/NameType;Lorg/apache/commons/codec/language/bm/RuleType;ZI)V,9,org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,241,168,210,219,327,305,363,170,235,300,289,160
org.apache.commons.codec.language.bm.PhoneticEngine,applyFinalRules,(Lorg/apache/commons/codec/language/bm/PhoneticEngine$PhonemeBuilder;Ljava/util/Map;)Lorg/apache/commons/codec/language/bm/PhoneticEngine$PhonemeBuilder;,11,org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,1273,1010,1168,1285,1396,1325,1478,1047,1272,1279,1405,1013
org.apache.commons.codec.language.bm.PhoneticEngine,applyFinalRules,(Lorg/apache/commons/codec/language/bm/PhoneticEngine$PhonemeBuilder;Ljava/util/Map;)Lorg/apache/commons/codec/language/bm/PhoneticEngine$PhonemeBuilder;,15,org.pitest.mutationtest.engine.gregor.mutators.returns.NullReturnValsMutator,46,30,39,38,45,46,51,30,41,43,44,30
org.apache.commons.codec.language.bm.PhoneticEngine,applyFinalRules,(Lorg/apache/commons/codec/language/bm/PhoneticEngine$PhonemeBuilder;Ljava/util/Map;)Lorg/apache/commons/codec/language/bm/PhoneticEngine$PhonemeBuilder;,32,org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,1312,962,1172,1110,1234,1268,1354,970,1214,1252,1354,954
org.apache.commons.codec.language.bm.PhoneticEngine,applyFinalRules,(Lorg/apache/commons/codec/language/bm/PhoneticEngine$PhonemeBuilder;Ljava/util/Map;)Lorg/apache/commons/codec/language/bm/PhoneticEngine$PhonemeBuilder;,41,org.pitest.mutationtest.engine.gregor.mutators.returns.NullReturnValsMutator,155,79,104,95,120,135,119,76,87,157,132,79
org.apache.commons.codec.language.bm.PhoneticEngine,encode,(Ljava/lang/String;)Ljava/lang/String;,14,org.pitest.mutationtest.engine.gregor.mutators.returns.EmptyObjectReturnValsMutator,1544,1041,1204,1213,1354,1483,1387,1062,1152,1431,1410,1015
org.apache.commons.codec.language.bm.PhoneticEngine,encode,(Ljava/lang/String;Lorg/apache/commons/codec/language/bm/Languages$LanguageSet;)Ljava/lang/String;,118,org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,82,48,70,82,88,103,64,52,64,110,88,51
org.apache.commons.codec.language.bm.PhoneticEngine,encode,(Ljava/lang/String;Lorg/apache/commons/codec/language/bm/Languages$LanguageSet;)Ljava/lang/String;,125,org.pitest.mutationtest.engine.gregor.mutators.MathMutator,5,3,3,4,3,5,4,3,4,6,5,3
org.apache.commons.codec.language.bm.PhoneticEngine,encode,(Ljava/lang/String;Lorg/apache/commons/codec/language/bm/Languages$LanguageSet;)Ljava/lang/String;,159,org.pitest.mutationtest.engine.gregor.mutators.returns.EmptyObjectReturnValsMutator,4,3,3,4,4,4,3,2,3,6,5,3
org.apache.commons.codec.language.bm.PhoneticEngine,encode,(Ljava/lang/String;Lorg/apache/commons/codec/language/bm/Languages$LanguageSet;)Ljava/lang/String;,192,org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,18,11,14,15,15,18,15,11,14,26,27,11
org.apache.commons.codec.language.bm.PhoneticEngine,encode,(Ljava/lang/String;Lorg/apache/commons/codec/language/bm/Languages$LanguageSet;)Ljava/lang/String;,257,org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,1383,1045,1199,1168,1266,1530,1314,1064,1231,1367,1406,1038
org.apache.commons.codec.language.bm.PhoneticEngine,encode,(Ljava/lang/String;Lorg/apache/commons/codec/language/bm/Languages$LanguageSet;)Ljava/lang/String;,271,org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,221,168,212,218,242,254,234,148,212,220,222,147
org.apache.commons.codec.language.bm.PhoneticEngine,encode,(Ljava/lang/String;Lorg/apache/commons/codec/language/bm/Languages$LanguageSet;)Ljava/lang/String;,285,org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,7,4,5,6,5,9,8,5,10,5,8,5
org.apache.commons.codec.language.bm.PhoneticEngine,encode,(Ljava/lang/String;Lorg/apache/commons/codec/language/bm/Languages$LanguageSet;)Ljava/lang/String;,320,org.pitest.mutationtest.engine.gregor.mutators.ConditionalsBoundaryMutator,92,60,71,87,72,116,100,60,99,70,131,62
org.apache.commons.codec.language.bm.PhoneticEngine,encode,(Ljava/lang/String;Lorg/apache/commons/codec/language/bm/Languages$LanguageSet;)Ljava/lang/String;,320,org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,87,65,74,92,79,104,108,62,131,73,111,66
org.apache.commons.codec.language.bm.PhoneticEngine,encode,(Ljava/lang/String;Lorg/apache/commons/codec/language/bm/Languages$LanguageSet;)Ljava/lang/String;,368,org.pitest.mutationtest.engine.gregor.mutators.returns.EmptyObjectReturnValsMutator,1341,1023,1173,1182,1203,1401,1380,1033,1363,1184,1384,1010
org.apache.commons.codec.language.bm.PhoneticEngine,encode,(Ljava/lang/String;Lorg/apache/commons/codec/language/bm/Languages$LanguageSet;)Ljava/lang/String;,42,org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,1396,1015,1226,1290,1136,1361,1278,1016,1384,1087,1364,994
org.apache.commons.codec.language.bm.PhoneticEngine,encode,(Ljava/lang/String;Lorg/apache/commons/codec/language/bm/Languages$LanguageSet;)Ljava/lang/String;,48,org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,75,45,54,76,70,74,77,47,84,59,89,46
org.apache.commons.codec.language.bm.PhoneticEngine,encode,(Ljava/lang/String;Lorg/apache/commons/codec/language/bm/Languages$LanguageSet;)Ljava/lang/String;,86,org.pitest.mutationtest.engine.gregor.mutators.returns.EmptyObjectReturnValsMutator,5,4,4,6,6,6,5,4,6,5,6,4
org.apache.commons.codec.language.bm.PhoneticEngine,getMaxPhonemes,()I,5,org.pitest.mutationtest.engine.gregor.mutators.returns.PrimitiveReturnsMutator,1318,926,1054,1166,1110,1238,1332,933,1269,1065,1271,903
org.apache.commons.codec.language.bm.PhoneticEngine,getNameType,()Lorg/apache/commons/codec/language/bm/NameType;,5,org.pitest.mutationtest.engine.gregor.mutators.returns.NullReturnValsMutator,29,17,21,24,24,25,42,16,24,20,20,18
org.apache.commons.codec.language.bm.PhoneticEngine,getRuleType,()Lorg/apache/commons/codec/language/bm/RuleType;,5,org.pitest.mutationtest.engine.gregor.mutators.returns.NullReturnValsMutator,1294,1013,1248,1297,1181,1359,1686,1029,1273,1155,1272,992
org.apache.commons.codec.language.bm.PhoneticEngine,isConcat,()Z,5,org.pitest.mutationtest.engine.gregor.mutators.returns.BooleanFalseReturnValsMutator,1318,1006,1220,1349,1199,1325,1626,1003,1190,1273,1215,983
org.apache.commons.codec.language.bm.PhoneticEngine,isConcat,()Z,5,org.pitest.mutationtest.engine.gregor.mutators.returns.BooleanTrueReturnValsMutator,1305,1023,1195,1294,1206,1575,1678,1014,1349,1285,1195,983
org.apache.commons.codec.language.bm.PhoneticEngine,join,(Ljava/util/List;Ljava/lang/String;)Ljava/lang/String;,9,org.pitest.mutationtest.engine.gregor.mutators.returns.EmptyObjectReturnValsMutator,1247,928,1128,1267,1082,1568,1593,939,1317,1212,1116,903
org.apache.commons.codec.language.bm.PhoneticEngine,lambda$applyFinalRules$0,(Ljava/util/Map;Lorg/apache/commons/codec/language/bm/Rule$Phoneme;)V,6,org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,81,42,57,64,56,114,112,43,86,93,50,43
org.apache.commons.codec.language.bm.PhoneticEngine,lambda$applyFinalRules$1,(Ljava/util/Map;Ljava/util/Map;Lorg/apache/commons/codec/language/bm/Rule$Phoneme;)V,22,org.pitest.mutationtest.engine.gregor.mutators.ConditionalsBoundaryMutator,83,49,63,73,63,137,101,44,83,97,56,47
org.apache.commons.codec.language.bm.PhoneticEngine,lambda$applyFinalRules$1,(Ljava/util/Map;Ljava/util/Map;Lorg/apache/commons/codec/language/bm/Rule$Phoneme;)V,22,org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,89,43,57,68,61,118,101,43,83,91,54,44
org.apache.commons.codec.language.bm.PhoneticEngine,lambda$applyFinalRules$1,(Ljava/util/Map;Ljava/util/Map;Lorg/apache/commons/codec/language/bm/Rule$Phoneme;)V,49,org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,1363,973,1202,1286,1177,1668,1591,978,1356,1313,1193,954
org.apache.commons.codec.language.bm.PhoneticEngine,lambda$applyFinalRules$1,(Ljava/util/Map;Ljava/util/Map;Lorg/apache/commons/codec/language/bm/Rule$Phoneme;)V,57,org.pitest.mutationtest.engine.gregor.mutators.MathMutator,90,42,58,77,54,140,107,43,57,90,54,40
org.apache.commons.codec.language.bm.PhoneticEngine,lambda$applyFinalRules$1,(Ljava/util/Map;Ljava/util/Map;Lorg/apache/commons/codec/language/bm/Rule$Phoneme;)V,59,org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,1371,969,1227,1359,1130,1648,1634,988,1282,1410,1228,975
org.apache.commons.codec.language.bm.PhoneticEngine,lambda$applyFinalRules$1,(Ljava/util/Map;Ljava/util/Map;Lorg/apache/commons/codec/language/bm/Rule$Phoneme;)V,76,org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,1368,968,1229,1212,1091,1449,1712,982,1237,1386,1180,967
org.apache.commons.codec.language.bm.Languages$SomeLanguages,contains,(Ljava/lang/String;)Z,7,org.pitest.mutationtest.engine.gregor.mutators.returns.BooleanFalseReturnValsMutator,136,91,123,135,130,184,195,91,170,163,110,92
org.apache.commons.codec.language.bm.Languages$SomeLanguages,contains,(Ljava/lang/String;)Z,7,org.pitest.mutationtest.engine.gregor.mutators.returns.BooleanTrueReturnValsMutator,93,54,80,72,65,108,96,54,111,114,60,56
org.apache.commons.codec.language.bm.Languages$SomeLanguages,getAny,()Ljava/lang/String;,8,org.pitest.mutationtest.engine.gregor.mutators.returns.EmptyObjectReturnValsMutator,72,35,51,60,47,98,96,34,88,85,36,34
org.apache.commons.codec.language.bm.Languages$SomeLanguages,isEmpty,()Z,6,org.pitest.mutationtest.engine.gregor.mutators.returns.BooleanFalseReturnValsMutator,1803,1378,1816,1797,1770,2012,2230,1326,1947,1828,1532,1298
org.apache.commons.codec.language.bm.Languages$SomeLanguages,isEmpty,()Z,6,org.pitest.mutationtest.engine.gregor.mutators.returns.BooleanTrueReturnValsMutator,1421,1095,1324,1330,1368,1439,1700,1073,1596,1433,1136,1042
org.apache.commons.codec.language.bm.Languages$SomeLanguages,isSingleton,()Z,15,org.pitest.mutationtest.engine.gregor.mutators.returns.BooleanTrueReturnValsMutator,1429,1100,1325,1428,1505,1545,1619,1137,1622,1475,1128,1103
org.apache.commons.codec.language.bm.Languages$SomeLanguages,isSingleton,()Z,7,org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,1423,1110,1238,1386,1466,1604,1686,1125,1430,1408,1156,1078
org.apache.commons.codec.language.bm.Languages$SomeLanguages,lambda$restrictTo$0,(Lorg/apache/commons/codec/language/bm/Languages$SomeLanguages;Ljava/lang/String;)Z,7,org.pitest.mutationtest.engine.gregor.mutators.returns.BooleanFalseReturnValsMutator,1322,1084,1227,1367,1431,1520,1510,1086,1348,1211,1162,1082
org.apache.commons.codec.language.bm.Languages$SomeLanguages,lambda$restrictTo$0,(Lorg/apache/commons/codec/language/bm/Languages$SomeLanguages;Ljava/lang/String;)Z,7,org.pitest.mutationtest.engine.gregor.mutators.returns.BooleanTrueReturnValsMutator,1479,1210,1426,1554,1728,1680,1483,1200,1476,1386,1224,1214
org.apache.commons.codec.language.bm.Languages$SomeLanguages,merge,(Lorg/apache/commons/codec/language/bm/Languages$LanguageSet;)Lorg/apache/commons/codec/language/bm/Languages$LanguageSet;,15,org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,1412,1109,1342,1350,1654,1440,1492,1096,1411,1269,1199,1093
org.apache.commons.codec.language.bm.Languages$SomeLanguages,merge,(Lorg/apache/commons/codec/language/bm/Languages$LanguageSet;)Lorg/apache/commons/codec/language/bm/Languages$LanguageSet;,19,org.pitest.mutationtest.engine.gregor.mutators.returns.NullReturnValsMutator,5,3,4,4,5,5,4,3,4,4,4,3
org.apache.commons.codec.language.bm.Languages$SomeLanguages,merge,(Lorg/apache/commons/codec/language/bm/Languages$LanguageSet;)Lorg/apache/commons/codec/language/bm/Languages$LanguageSet;,45,org.pitest.mutationtest.engine.gregor.mutators.returns.NullReturnValsMutator,56,33,46,55,64,65,53,34,48,44,43,32
org.apache.commons.codec.language.bm.Languages$SomeLanguages,merge,(Lorg/apache/commons/codec/language/bm/Languages$LanguageSet;)Lorg/apache/commons/codec/language/bm/Languages$LanguageSet;,5,org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,1437,1139,1380,1566,1661,1463,1547,1144,1458,1308,1265,1130
org.apache.commons.codec.language.bm.Languages$SomeLanguages,restrictTo,(Lorg/apache/commons/codec/language/bm/Languages$LanguageSet;)Lorg/apache/commons/codec/language/bm/Languages$LanguageSet;,15,org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,66,46,72,92,88,70,70,48,73,61,53,48
org.apache.commons.codec.language.bm.Languages$SomeLanguages,restrictTo,(Lorg/apache/commons/codec/language/bm/Languages$LanguageSet;)Lorg/apache/commons/codec/language/bm/Languages$LanguageSet;,19,org.pitest.mutationtest.engine.gregor.mutators.returns.NullReturnValsMutator,65,51,78,89,87,80,84,49,70,62,56,47
