clazz,method,methodDesc,indexes,mutator,0,42,123,216,1202,1999,2002,2024,31415,99999,default,fastest
org.apache.commons.csv.CSVParser$CSVRecordIterator,hasNext,()Z,28,org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,201,271,293,194,280,369,258,339,228,271,271,239
org.apache.commons.csv.CSVParser$CSVRecordIterator,hasNext,()Z,36,org.pitest.mutationtest.engine.gregor.mutators.returns.BooleanTrueReturnValsMutator,356,469,462,338,491,655,495,620,400,524,494,442
org.apache.commons.csv.CSVParser$CSVRecordIterator,hasNext,()Z,6,org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,186,285,250,182,302,319,246,339,252,279,278,243
org.apache.commons.csv.CSVParser$CSVRecordIterator,next,()Lorg/apache/commons/csv/CSVRecord;,28,org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,394,592,538,373,552,602,484,667,489,510,614,495
org.apache.commons.csv.CSVParser$CSVRecordIterator,next,()Lorg/apache/commons/csv/CSVRecord;,37,org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,66,99,129,73,93,122,122,142,101,108,105,98
org.apache.commons.csv.CSVParser$CSVRecordIterator,next,()Lorg/apache/commons/csv/CSVRecord;,49,org.pitest.mutationtest.engine.gregor.mutators.returns.NullReturnValsMutator,217,349,390,240,316,359,375,370,306,359,339,299
org.apache.commons.csv.CSVParser$CSVRecordIterator,next,()Lorg/apache/commons/csv/CSVRecord;,6,org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,234,398,393,227,334,368,372,400,301,366,360,280
org.apache.commons.csv.CSVFormat$Builder,build,()Lorg/apache/commons/csv/CSVFormat;,8,org.pitest.mutationtest.engine.gregor.mutators.returns.NullReturnValsMutator,1442,2080,2381,1431,2342,2566,2016,2488,1715,2245,2107,1870
org.apache.commons.csv.CSVFormat$Builder,create,()Lorg/apache/commons/csv/CSVFormat$Builder;,7,org.pitest.mutationtest.engine.gregor.mutators.returns.NullReturnValsMutator,16,25,28,17,31,39,26,32,19,26,34,21
org.apache.commons.csv.CSVFormat$Builder,create,(Lorg/apache/commons/csv/CSVFormat;)Lorg/apache/commons/csv/CSVFormat$Builder;,7,org.pitest.mutationtest.engine.gregor.mutators.returns.NullReturnValsMutator,1147,1611,2020,1139,1934,1968,1633,2004,1381,1650,1578,1449
org.apache.commons.csv.CSVFormat$Builder,lambda$setHeader$0,([Ljava/lang/Enum;I)Ljava/lang/String;,7,org.pitest.mutationtest.engine.gregor.mutators.returns.EmptyObjectReturnValsMutator,34,56,58,32,66,64,53,68,39,48,41,38
org.apache.commons.csv.CSVFormat$Builder,setAllowDuplicateHeaderNames,(Z)Lorg/apache/commons/csv/CSVFormat$Builder;,18,org.pitest.mutationtest.engine.gregor.mutators.returns.NullReturnValsMutator,7,13,13,7,20,13,11,11,9,12,10,8
org.apache.commons.csv.CSVFormat$Builder,setAllowDuplicateHeaderNames,(Z)Lorg/apache/commons/csv/CSVFormat$Builder;,5,org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,7,11,11,7,10,13,11,14,9,10,10,8
org.apache.commons.csv.CSVFormat$Builder,setAllowMissingColumnNames,(Z)Lorg/apache/commons/csv/CSVFormat$Builder;,9,org.pitest.mutationtest.engine.gregor.mutators.returns.NullReturnValsMutator,486,655,856,464,744,835,681,899,557,740,597,586
org.apache.commons.csv.CSVFormat$Builder,setAutoFlush,(Z)Lorg/apache/commons/csv/CSVFormat$Builder;,9,org.pitest.mutationtest.engine.gregor.mutators.returns.NullReturnValsMutator,6,6,9,6,8,8,8,7,8,8,7,6
org.apache.commons.csv.CSVFormat$Builder,setCommentMarker,(C)Lorg/apache/commons/csv/CSVFormat$Builder;,11,org.pitest.mutationtest.engine.gregor.mutators.returns.NullReturnValsMutator,242,342,395,355,366,374,325,362,307,328,285,290
org.apache.commons.csv.CSVFormat$Builder,setCommentMarker,(Ljava/lang/Character;)Lorg/apache/commons/csv/CSVFormat$Builder;,22,org.pitest.mutationtest.engine.gregor.mutators.returns.NullReturnValsMutator,278,384,421,279,438,441,388,425,311,418,338,314
org.apache.commons.csv.CSVFormat$Builder,setCommentMarker,(Ljava/lang/Character;)Lorg/apache/commons/csv/CSVFormat$Builder;,5,org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,240,346,366,294,360,391,326,408,296,378,318,306
org.apache.commons.csv.CSVFormat$Builder,setDelimiter,(C)Lorg/apache/commons/csv/CSVFormat$Builder;,7,org.pitest.mutationtest.engine.gregor.mutators.returns.NullReturnValsMutator,185,224,245,184,245,246,260,269,199,223,212,217
org.apache.commons.csv.CSVFormat$Builder,setDelimiter,(Ljava/lang/String;)Lorg/apache/commons/csv/CSVFormat$Builder;,18,org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,185,223,256,191,269,273,242,261,207,249,201,218
org.apache.commons.csv.CSVFormat$Builder,setDelimiter,(Ljava/lang/String;)Lorg/apache/commons/csv/CSVFormat$Builder;,35,org.pitest.mutationtest.engine.gregor.mutators.returns.NullReturnValsMutator,182,242,226,179,244,262,230,258,198,238,198,199
org.apache.commons.csv.CSVFormat$Builder,setDelimiter,(Ljava/lang/String;)Lorg/apache/commons/csv/CSVFormat$Builder;,5,org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,184,238,228,188,244,278,226,266,202,238,206,196
org.apache.commons.csv.CSVFormat$Builder,setDuplicateHeaderMode,(Lorg/apache/commons/csv/DuplicateHeaderMode;)Lorg/apache/commons/csv/CSVFormat$Builder;,12,org.pitest.mutationtest.engine.gregor.mutators.returns.NullReturnValsMutator,445,660,681,435,752,808,698,785,504,605,528,529
org.apache.commons.csv.CSVFormat$Builder,setEscape,(C)Lorg/apache/commons/csv/CSVFormat$Builder;,11,org.pitest.mutationtest.engine.gregor.mutators.returns.NullReturnValsMutator,94,153,157,91,181,184,143,158,116,130,109,119
org.apache.commons.csv.CSVFormat$Builder,setEscape,(Ljava/lang/Character;)Lorg/apache/commons/csv/CSVFormat$Builder;,22,org.pitest.mutationtest.engine.gregor.mutators.returns.NullReturnValsMutator,102,156,165,101,220,161,138,176,114,139,127,123
org.apache.commons.csv.CSVFormat$Builder,setEscape,(Ljava/lang/Character;)Lorg/apache/commons/csv/CSVFormat$Builder;,5,org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,106,181,136,104,271,177,140,188,116,136,134,114
org.apache.commons.csv.CSVFormat$Builder,setHeader,(Ljava/lang/Class;)Lorg/apache/commons/csv/CSVFormat$Builder;,26,org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,33,46,45,30,79,64,48,54,35,45,43,34
org.apache.commons.csv.CSVFormat$Builder,setHeader,(Ljava/lang/Class;)Lorg/apache/commons/csv/CSVFormat$Builder;,33,org.pitest.mutationtest.engine.gregor.mutators.returns.NullReturnValsMutator,34,50,52,31,85,70,48,54,38,44,49,35
org.apache.commons.csv.CSVFormat$Builder,setHeader,(Ljava/lang/Class;)Lorg/apache/commons/csv/CSVFormat$Builder;,8,org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,34,64,66,33,97,62,50,68,38,48,53,34
org.apache.commons.csv.CSVFormat$Builder,setHeader,(Ljava/sql/ResultSet;)Lorg/apache/commons/csv/CSVFormat$Builder;,15,org.pitest.mutationtest.engine.gregor.mutators.returns.NullReturnValsMutator,12,25,16,11,18,16,15,16,12,15,15,12
org.apache.commons.csv.CSVFormat$Builder,setHeader,(Ljava/sql/ResultSet;)Lorg/apache/commons/csv/CSVFormat$Builder;,5,org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,11,16,16,11,20,18,15,16,12,16,14,12
org.apache.commons.csv.CSVFormat$Builder,setHeader,(Ljava/sql/ResultSetMetaData;)Lorg/apache/commons/csv/CSVFormat$Builder;,27,org.pitest.mutationtest.engine.gregor.mutators.ConditionalsBoundaryMutator,13,22,16,12,22,21,16,18,14,20,16,14
org.apache.commons.csv.CSVFormat$Builder,setHeader,(Ljava/sql/ResultSetMetaData;)Lorg/apache/commons/csv/CSVFormat$Builder;,27,org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,14,19,20,14,30,22,18,20,16,18,21,17
org.apache.commons.csv.CSVFormat$Builder,setHeader,(Ljava/sql/ResultSetMetaData;)Lorg/apache/commons/csv/CSVFormat$Builder;,35,org.pitest.mutationtest.engine.gregor.mutators.MathMutator,14,18,18,12,31,19,16,20,14,17,17,14
org.apache.commons.csv.CSVFormat$Builder,setHeader,(Ljava/sql/ResultSetMetaData;)Lorg/apache/commons/csv/CSVFormat$Builder;,48,org.pitest.mutationtest.engine.gregor.mutators.returns.NullReturnValsMutator,14,18,22,13,21,20,18,20,15,18,18,15
org.apache.commons.csv.CSVFormat$Builder,setHeader,(Ljava/sql/ResultSetMetaData;)Lorg/apache/commons/csv/CSVFormat$Builder;,8,org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,15,18,26,14,29,24,23,22,17,23,17,16
org.apache.commons.csv.CSVFormat$Builder,setHeader,([Ljava/lang/String;)Lorg/apache/commons/csv/CSVFormat$Builder;,11,org.pitest.mutationtest.engine.gregor.mutators.returns.NullReturnValsMutator,766,960,1159,756,1534,1254,1066,1185,882,994,970,800
org.apache.commons.csv.CSVFormat$Builder,setHeaderComments,([Ljava/lang/Object;)Lorg/apache/commons/csv/CSVFormat$Builder;,12,org.pitest.mutationtest.engine.gregor.mutators.returns.NullReturnValsMutator,7,9,14,7,20,12,10,11,8,10,8,8
org.apache.commons.csv.CSVFormat$Builder,setHeaderComments,([Ljava/lang/String;)Lorg/apache/commons/csv/CSVFormat$Builder;,11,org.pitest.mutationtest.engine.gregor.mutators.returns.NullReturnValsMutator,3,4,6,3,8,5,6,5,4,4,4,3
