clazz,method,methodDesc,indexes,mutator,0,42,123,216,1202,1999,2002,2024,31415,99999,default,fastest
com.google.common.jimfs.DirectoryEntry,directory,()Lcom/google/common/jimfs/Directory;,5,org.pitest.mutationtest.engine.gregor.mutators.returns.NullReturnValsMutator,924,616,977,1843,1180,1891,655,513,528,669,348,237
com.google.common.jimfs.DirectoryEntry,equals,(Ljava/lang/Object;)Z,18,org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,113,78,123,208,112,156,115,82,83,84,75,50
com.google.common.jimfs.DirectoryEntry,equals,(Ljava/lang/Object;)Z,26,org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,62,36,66,127,63,86,44,35,29,33,25,16
com.google.common.jimfs.DirectoryEntry,equals,(Ljava/lang/Object;)Z,34,org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,57,36,64,102,79,90,46,39,28,38,22,14
com.google.common.jimfs.DirectoryEntry,equals,(Ljava/lang/Object;)Z,5,org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,65,38,76,120,94,88,57,32,22,48,28,14
com.google.common.jimfs.DirectoryEntry,exists,()Z,13,org.pitest.mutationtest.engine.gregor.mutators.returns.BooleanTrueReturnValsMutator,1437,876,1417,2453,1673,2084,1182,788,750,867,737,504
com.google.common.jimfs.DirectoryEntry,exists,()Z,5,org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,837,245,778,1442,969,1507,383,266,320,487,236,112
com.google.common.jimfs.DirectoryEntry,file,()Lcom/google/common/jimfs/File;,10,org.pitest.mutationtest.engine.gregor.mutators.returns.NullReturnValsMutator,712,249,754,1345,778,1256,431,233,238,373,198,109
com.google.common.jimfs.DirectoryEntry,file,()Lcom/google/common/jimfs/File;,5,org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,1748,960,1676,2496,1743,1979,1407,1102,1088,1519,1012,799
com.google.common.jimfs.DirectoryEntry,fileOrNull,()Lcom/google/common/jimfs/File;,5,org.pitest.mutationtest.engine.gregor.mutators.returns.NullReturnValsMutator,106,42,97,149,171,124,74,32,66,61,26,23
com.google.common.jimfs.DirectoryEntry,name,()Lcom/google/common/jimfs/Name;,5,org.pitest.mutationtest.engine.gregor.mutators.returns.NullReturnValsMutator,941,563,1082,2114,1708,1799,672,459,657,509,399,112
