clazz,method,methodDesc,indexes,mutator,0,42,123,216,1202,1999,2002,2024,31415,99999,default,fastest
org.apache.empire.dbms.hsql.DBCommandHSql,getSelect,(Lorg/apache/empire/db/DBSQLBuilder;)V,10,org.pitest.mutationtest.engine.gregor.mutators.ConditionalsBoundaryMutator,248,360,390,308,418,439,293,370,358,343,246,590
org.apache.empire.dbms.hsql.DBCommandHSql,getSelect,(Lorg/apache/empire/db/DBSQLBuilder;)V,10,org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,48,68,69,57,82,84,62,62,73,73,45,115
org.apache.empire.commons.ClassUtils,setPrivateFieldValue,(Ljava/lang/Class;Ljava/lang/Object;Ljava/lang/String;Ljava/lang/Object;)V,23,org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,33,47,47,39,46,52,40,61,41,46,33,74
org.apache.empire.commons.ClassUtils,setPrivateFieldValue,(Ljava/lang/Class;Ljava/lang/Object;Ljava/lang/String;Ljava/lang/Object;)V,28,org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,4,10,10,7,4,8,8,7,8,6,5,12
org.apache.empire.commons.ClassUtils,setPrivateFieldValue,(Ljava/lang/Class;Ljava/lang/Object;Ljava/lang/String;Ljava/lang/Object;)V,35,org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,2,3,3,3,5,7,3,5,4,5,2,8
org.apache.empire.commons.ClassUtils,setPrivateFieldValue,(Ljava/lang/Class;Ljava/lang/Object;Ljava/lang/String;Ljava/lang/Object;)V,39,org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,3,4,4,3,6,6,3,4,4,7,3,11
org.apache.empire.commons.ClassUtils,setPrivateFieldValue,(Ljava/lang/Class;Ljava/lang/Object;Ljava/lang/String;Ljava/lang/Object;)V,41,org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,2,4,4,3,4,5,2,4,6,3,2,5
org.apache.empire.commons.ClassUtils,setPrivateFieldValue,(Ljava/lang/Class;Ljava/lang/Object;Ljava/lang/String;Ljava/lang/Object;)V,"82, 154, 46",org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,2,4,4,3,4,6,9,6,3,5,2,7
org.apache.empire.commons.ClassUtils,testSerialization,(Ljava/lang/Class;Ljava/lang/Object;)Ljava/lang/Object;,18,org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,1,3,4,2,2,5,2,6,3,4,2,10
org.apache.empire.db.DBRowSet,addColumnReference,(Lorg/apache/empire/db/DBColumn;Lorg/apache/empire/db/DBColumn;)V,21,org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,256,374,370,352,343,377,374,392,349,344,256,657
org.apache.empire.db.DBRowSet,addColumnReference,(Lorg/apache/empire/db/DBColumn;Lorg/apache/empire/db/DBColumn;)V,6,org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,36,52,67,50,51,59,58,66,52,55,36,148
org.apache.empire.db.DBRowSet,checkParamRecord,(Lorg/apache/empire/db/DBRecordBase;Z)V,18,org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,595,898,799,796,793,871,850,857,746,828,600,1556
org.apache.empire.db.DBRowSet,checkParamRecord,(Lorg/apache/empire/db/DBRecordBase;Z)V,22,org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,78,104,95,124,97,134,101,131,124,117,74,291
org.apache.empire.db.DBRowSet,checkParamRecord,(Lorg/apache/empire/db/DBRecordBase;Z)V,36,org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,55,72,71,63,72,74,75,64,96,80,48,220
org.apache.empire.db.DBRowSet,checkParamRecord,(Lorg/apache/empire/db/DBRecordBase;Z)V,39,org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,45,73,66,65,86,85,80,73,66,93,46,182
org.apache.empire.db.DBRowSet,checkParamRecord,(Lorg/apache/empire/db/DBRecordBase;Z)V,5,org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,41,63,54,58,57,97,66,74,55,70,41,219
org.apache.empire.db.DBRowSet,completeInitRecord,(Lorg/apache/empire/db/DBRecordBase;)V,4,org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,75,131,116,86,107,130,103,125,110,133,76,254
org.apache.empire.db.DBRowSet,count,()Lorg/apache/empire/db/DBColumnExpr;,7,org.pitest.mutationtest.engine.gregor.mutators.returns.NullReturnValsMutator,4,5,7,5,6,6,5,6,8,6,4,27
org.apache.empire.db.DBRowSet,createRecordCommand,(Lorg/apache/empire/db/DBContext;)Lorg/apache/empire/db/DBCommand;,5,org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,126,157,159,112,120,179,158,134,162,146,107,1766
org.apache.empire.db.DBRowSet,equals,(Ljava/lang/Object;)Z,15,org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,291,460,422,347,440,406,426,431,424,376,287,124
org.apache.empire.db.DBRowSet,equals,(Ljava/lang/Object;)Z,27,org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,46,124,86,53,65,56,84,64,61,56,46,128
org.apache.empire.db.DBRowSet,equals,(Ljava/lang/Object;)Z,40,org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,41,70,62,41,62,52,93,56,49,52,39,88
org.apache.empire.db.DBRowSet,equals,(Ljava/lang/Object;)Z,50,org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,40,76,79,40,55,64,84,62,57,55,36,80
org.apache.empire.db.DBRowSet,equals,(Ljava/lang/Object;)Z,66,org.pitest.mutationtest.engine.gregor.mutators.returns.BooleanFalseReturnValsMutator,32,45,30,33,59,55,49,44,45,58,28,728
org.apache.empire.db.DBRowSet,equals,(Ljava/lang/Object;)Z,66,org.pitest.mutationtest.engine.gregor.mutators.returns.BooleanTrueReturnValsMutator,23,36,24,28,34,40,40,28,29,26,22,118
org.apache.empire.db.DBRowSet,equals,(Ljava/lang/Object;)Z,71,org.pitest.mutationtest.engine.gregor.mutators.returns.BooleanTrueReturnValsMutator,0,0,0,0,0,0,1,0,2,0,0,3
org.apache.empire.db.DBRowSet,getColumn,(I)Lorg/apache/empire/db/DBColumn;,23,org.pitest.mutationtest.engine.gregor.mutators.returns.NullReturnValsMutator,782,1143,1028,862,1168,1072,1142,1092,1273,1026,809,1195
org.apache.empire.db.DBRowSet,getColumn,(I)Lorg/apache/empire/db/DBColumn;,4,org.pitest.mutationtest.engine.gregor.mutators.ConditionalsBoundaryMutator,106,148,125,112,162,158,136,111,143,105,95,213
org.apache.empire.db.DBRowSet,getColumn,(I)Lorg/apache/empire/db/DBColumn;,4,org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,54,71,65,56,68,71,77,75,80,82,53,153
org.apache.empire.db.DBRowSet,getColumn,(I)Lorg/apache/empire/db/DBColumn;,9,org.pitest.mutationtest.engine.gregor.mutators.ConditionalsBoundaryMutator,73,103,104,70,100,107,114,86,109,70,64,169
org.apache.empire.db.DBRowSet,getColumn,(Ljava/lang/String;)Lorg/apache/empire/db/DBColumn;,11,org.pitest.mutationtest.engine.gregor.mutators.ConditionalsBoundaryMutator,265,390,352,296,421,357,363,372,376,302,266,112
org.apache.empire.db.DBRowSet,getColumn,(Ljava/lang/String;)Lorg/apache/empire/db/DBColumn;,11,org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,47,75,75,52,85,63,70,66,59,53,48,79
org.apache.empire.db.DBRowSet,getColumn,(Ljava/lang/String;)Lorg/apache/empire/db/DBColumn;,26,org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,47,74,58,54,69,77,62,64,82,49,48,102
org.apache.empire.db.DBRowSet,getColumnExprAt,(I)Lorg/apache/empire/db/DBColumnExpr;,8,org.pitest.mutationtest.engine.gregor.mutators.returns.NullReturnValsMutator,53,73,70,58,80,70,74,64,77,56,52,53
org.apache.empire.db.DBRowSet,getColumnIndex,(Lorg/apache/empire/db/DBColumn;)I,7,org.pitest.mutationtest.engine.gregor.mutators.returns.PrimitiveReturnsMutator,817,1276,1397,1063,1327,1074,941,1269,1237,947,814,1782
org.apache.empire.db.DBRowSet,getColumnReferences,()Ljava/util/Map;,5,org.pitest.mutationtest.engine.gregor.mutators.returns.EmptyObjectReturnValsMutator,10,21,18,12,17,13,11,14,16,13,12,28
org.apache.empire.db.DBRowSet,getColumns,()Ljava/util/List;,6,org.pitest.mutationtest.engine.gregor.mutators.returns.EmptyObjectReturnValsMutator,72,104,147,75,134,100,107,118,102,88,73,242
org.apache.empire.db.DBRowSet,getDatabase,()Lorg/apache/empire/db/DBDatabase;,5,org.pitest.mutationtest.engine.gregor.mutators.returns.NullReturnValsMutator,46,80,71,84,145,100,58,84,98,68,50,168
org.apache.empire.db.DBRowSet,getFullName,()Ljava/lang/String;,15,org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,56,95,105,68,83,63,68,86,67,60,44,198
org.apache.empire.db.DBRowSet,getFullName,()Ljava/lang/String;,37,org.pitest.mutationtest.engine.gregor.mutators.returns.EmptyObjectReturnValsMutator,40,77,82,54,90,60,50,72,51,50,44,147
org.apache.empire.db.DBRowSet,getKeyConstraints,([Ljava/lang/Object;)Lorg/apache/empire/db/expr/compare/DBCompareExpr;,12,org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,23,43,40,28,39,49,26,32,31,33,24,68
org.apache.empire.db.DBRowSet,getKeyConstraints,([Ljava/lang/Object;)Lorg/apache/empire/db/expr/compare/DBCompareExpr;,25,org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,22,29,34,27,33,41,28,38,36,26,22,74
org.apache.empire.db.DBRowSet,getKeyConstraints,([Ljava/lang/Object;)Lorg/apache/empire/db/expr/compare/DBCompareExpr;,30,org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,21,40,42,23,37,45,26,32,35,25,23,80
org.apache.empire.db.DBRowSet,getKeyConstraints,([Ljava/lang/Object;)Lorg/apache/empire/db/expr/compare/DBCompareExpr;,60,org.pitest.mutationtest.engine.gregor.mutators.ConditionalsBoundaryMutator,20,28,30,26,33,36,24,33,36,27,20,80
org.apache.empire.db.DBRowSet,getKeyConstraints,([Ljava/lang/Object;)Lorg/apache/empire/db/expr/compare/DBCompareExpr;,60,org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,19,34,32,26,38,31,27,29,28,31,20,62
org.apache.empire.db.DBRowSet,getKeyConstraints,([Ljava/lang/Object;)Lorg/apache/empire/db/expr/compare/DBCompareExpr;,89,org.pitest.mutationtest.engine.gregor.mutators.returns.NullReturnValsMutator,19,36,35,25,32,36,24,28,35,33,19,56
org.apache.empire.db.DBRowSet,getKeyConstraints,([Ljava/lang/Object;)Lorg/apache/empire/db/expr/compare/DBCompareExpr;,9,org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,22,33,35,26,26,35,28,44,44,32,23,60
org.apache.empire.db.DBRowSet,getRenameTablePhrase,()Ljava/lang/String;,23,org.pitest.mutationtest.engine.gregor.mutators.returns.EmptyObjectReturnValsMutator,34,48,48,45,60,64,37,64,50,55,32,95
org.apache.empire.db.DBRowSet,getRenameTablePhrase,()Ljava/lang/String;,5,org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,37,61,48,48,56,65,40,66,60,54,34,104
org.apache.empire.db.DBRowSet,getRenameTablePhrase,()Ljava/lang/String;,9,org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,39,76,52,58,70,68,39,62,74,53,33,140
org.apache.empire.db.DBRowSet,hashCode,()I,20,org.pitest.mutationtest.engine.gregor.mutators.returns.PrimitiveReturnsMutator,44,87,70,70,128,86,45,79,75,51,39,197
org.apache.empire.db.DBRowSet,initRecord,(Lorg/apache/empire/db/DBRecordBase;Lorg/apache/empire/db/DBRecordData;)V,117,org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,24,38,29,43,50,41,25,25,41,29,21,89
org.apache.empire.db.DBRowSet,initRecord,(Lorg/apache/empire/db/DBRecordBase;Lorg/apache/empire/db/DBRecordData;)V,12,org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,22,35,32,30,47,28,23,38,45,36,19,86
org.apache.empire.db.DBRowSet,initRecord,(Lorg/apache/empire/db/DBRecordBase;Lorg/apache/empire/db/DBRecordData;)V,32,org.pitest.mutationtest.engine.gregor.mutators.ConditionalsBoundaryMutator,22,38,33,44,44,32,24,25,47,43,19,86
org.apache.empire.db.DBRowSet,initRecord,(Lorg/apache/empire/db/DBRecordBase;Lorg/apache/empire/db/DBRecordData;)V,32,org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,23,38,42,36,44,34,26,29,46,35,24,70
org.apache.empire.db.DBRowSet,initRecord,(Lorg/apache/empire/db/DBRecordBase;Lorg/apache/empire/db/DBRecordData;)V,48,org.pitest.mutationtest.engine.gregor.mutators.ConditionalsBoundaryMutator,22,26,35,32,34,36,26,25,45,26,21,83
org.apache.empire.db.DBRowSet,initRecord,(Lorg/apache/empire/db/DBRecordBase;Lorg/apache/empire/db/DBRecordData;)V,48,org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,21,38,29,29,53,38,23,26,60,27,22,91
org.apache.empire.db.DBRowSet,initRecord,(Lorg/apache/empire/db/DBRecordBase;Lorg/apache/empire/db/DBRecordData;)V,6,org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,23,44,34,30,42,42,30,32,44,39,21,76
org.apache.empire.db.DBRowSet,initRecord,(Lorg/apache/empire/db/DBRecordBase;[Ljava/lang/Object;Lorg/apache/empire/db/DBRowSet$FieldInitMode;Z)V,120,org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,70,105,90,109,114,104,91,88,137,93,65,256
org.apache.empire.db.DBRowSet,initRecord,(Lorg/apache/empire/db/DBRecordBase;[Ljava/lang/Object;Lorg/apache/empire/db/DBRowSet$FieldInitMode;Z)V,132,org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,129,150,168,135,212,142,151,151,176,136,118,1852
org.apache.empire.db.DBRowSet,initRecord,(Lorg/apache/empire/db/DBRecordBase;[Ljava/lang/Object;Lorg/apache/empire/db/DBRowSet$FieldInitMode;Z)V,25,org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,16,31,21,18,28,23,17,20,27,16,16,7
org.apache.empire.db.DBRowSet,initRecord,(Lorg/apache/empire/db/DBRecordBase;[Ljava/lang/Object;Lorg/apache/empire/db/DBRowSet$FieldInitMode;Z)V,40,org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,2,4,3,2,5,9,3,4,8,4,4,5
org.apache.empire.db.DBRowSet,initRecord,(Lorg/apache/empire/db/DBRecordBase;[Ljava/lang/Object;Lorg/apache/empire/db/DBRowSet$FieldInitMode;Z)V,64,org.pitest.mutationtest.engine.gregor.mutators.ConditionalsBoundaryMutator,1,2,2,1,1,2,1,1,2,1,1,3
org.apache.empire.db.DBRowSet,initRecord,(Lorg/apache/empire/db/DBRecordBase;[Ljava/lang/Object;Lorg/apache/empire/db/DBRowSet$FieldInitMode;Z)V,64,org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,16,36,25,19,27,23,16,19,22,18,16,12
org.apache.empire.db.DBRowSet,initRecord,(Lorg/apache/empire/db/DBRecordBase;[Ljava/lang/Object;Lorg/apache/empire/db/DBRowSet$FieldInitMode;Z)V,70,org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,1,3,2,1,2,2,1,2,3,2,1,79
