clazz,round0,round1,round2,round3,round4,round5,avg.
org.apache.commons.collections4.map.AbstractHashedMap$HashEntry,0.0057,0.0056,0.0057,0.0056,0.0056,0.0057,0.0057
org.apache.commons.collections4.map.AbstractReferenceMap$ReferenceEntry,0.0057,0.0050,0.0056,0.0058,0.0053,0.0057,0.0055
org.apache.commons.collections4.map.PassiveExpiringMap$ConstantTimeToLiveExpirationPolicy,0.0053,0.0053,0.0053,0.0053,0.0053,0.0053,0.0053
org.apache.commons.collections4.map.ConcurrentReferenceHashMap$HashEntry,0.0051,0.0051,0.0051,0.0051,0.0053,0.0051,0.0051
org.apache.commons.collections4.bloomfilter.BloomFilter,0.0050,0.0049,0.0050,0.0050,0.0049,0.0050,0.0050
org.apache.commons.collections4.MapUtils,0.0042,0.0052,0.0043,0.0053,0.0052,0.0053,0.0049
org.apache.commons.collections4.CollectionUtils,0.0048,0.0047,0.0047,0.0048,0.0049,0.0048,0.0048
org.apache.commons.collections4.iterators.CollatingIterator,0.0059,0.0049,0.0039,0.0039,0.0048,0.0049,0.0047
org.apache.commons.collections4.map.Flat3Map,0.0047,0.0046,0.0046,0.0046,0.0047,0.0047,0.0046
org.apache.commons.collections4.collection.AbstractCollectionDecorator,0.0047,0.0044,0.0046,0.0047,0.0047,0.0046,0.0046
org.apache.commons.collections4.bidimap.AbstractDualBidiMap,0.0046,0.0046,0.0045,0.0047,0.0046,0.0044,0.0046
org.apache.commons.collections4.queue.CircularFifoQueue,0.0049,0.0036,0.0037,0.0048,0.0047,0.0047,0.0044
org.apache.commons.collections4.trie.AbstractBitwiseTrie,0.0035,0.0025,0.0045,0.0056,0.0056,0.0046,0.0044
org.apache.commons.collections4.list.TreeList$AVLNode,0.0043,0.0043,0.0043,0.0043,0.0043,0.0043,0.0043
org.apache.commons.collections4.iterators.IteratorChain,0.0039,0.0039,0.0039,0.0039,0.0039,0.0039,0.0039
org.apache.commons.collections4.multimap.AbstractMultiValuedMap,0.0038,0.0037,0.0037,0.0037,0.0037,0.0037,0.0037
org.apache.commons.collections4.map.ConcurrentReferenceHashMap$Builder,0.0037,0.0036,0.0036,0.0036,0.0036,0.0036,0.0036
org.apache.commons.collections4.iterators.PermutationIterator,0.0032,0.0026,0.0042,0.0026,0.0042,0.0033,0.0034
org.apache.commons.collections4.multiset.AbstractMapMultiSet,0.0023,0.0032,0.0033,0.0032,0.0032,0.0032,0.0031
org.apache.commons.collections4.map.MultiKeyMap,0.0028,0.0028,0.0028,0.0029,0.0029,0.0029,0.0029
org.apache.commons.collections4.sequence.SequencesComparator,0.0026,0.0026,0.0026,0.0025,0.0025,0.0025,0.0026
org.apache.commons.collections4.map.CompositeMap,0.0025,0.0025,0.0025,0.0025,0.0025,0.0025,0.0025
org.apache.commons.collections4.map.StaticBucketMap,0.0024,0.0023,0.0024,0.0023,0.0024,0.0024,0.0024
org.apache.commons.collections4.IteratorUtils,0.0023,0.0023,0.0024,0.0023,0.0024,0.0023,0.0023
org.apache.commons.collections4.bloomfilter.SetOperations,0.0028,0.0018,0.0028,0.0018,0.0018,0.0028,0.0023
org.apache.commons.collections4.list.AbstractLinkedListJava21$LinkedListIterator,0.0026,0.0016,0.0026,0.0015,0.0026,0.0026,0.0022
org.apache.commons.collections4.bag.AbstractMapBag$BagIterator,0.0023,0.0023,0.0023,0.0013,0.0023,0.0023,0.0021
org.apache.commons.collections4.bidimap.TreeBidiMap$Node,0.0018,0.0028,0.0018,0.0018,0.0018,0.0028,0.0021
org.apache.commons.collections4.IterableUtils,0.0023,0.0022,0.0022,0.0012,0.0022,0.0022,0.0021
org.apache.commons.collections4.map.ConcurrentReferenceHashMap$EntrySet,0.0020,0.0019,0.0019,0.0020,0.0019,0.0020,0.0020
org.apache.commons.collections4.bloomfilter.LayerManager,0.0026,0.0013,0.0026,0.0013,0.0013,0.0026,0.0020
org.apache.commons.collections4.list.AbstractLinkedList$LinkedListIterator,0.0022,0.0012,0.0022,0.0012,0.0012,0.0033,0.0019
org.apache.commons.collections4.list.CursorableLinkedList$Cursor,0.0027,0.0017,0.0027,0.0017,0.0017,0.0006,0.0018
org.apache.commons.collections4.bloomfilter.LayerManager$ExtendCheck,0.0025,0.0014,0.0025,0.0014,0.0014,0.0014,0.0018
org.apache.commons.collections4.map.ListOrderedMap,0.0017,0.0017,0.0017,0.0017,0.0017,0.0017,0.0017
org.apache.commons.collections4.comparators.NullComparator,0.0017,0.0016,0.0020,0.0016,0.0016,0.0017,0.0017
org.apache.commons.collections4.iterators.LazyIteratorChain,0.0017,0.0017,0.0017,0.0017,0.0017,0.0017,0.0017
org.apache.commons.collections4.keyvalue.MultiKey,0.0016,0.0016,0.0016,0.0016,0.0016,0.0017,0.0016
org.apache.commons.collections4.map.ConcurrentReferenceHashMap$SimpleEntry,0.0016,0.0016,0.0016,0.0016,0.0016,0.0016,0.0016
org.apache.commons.collections4.map.AbstractHashedMap$HashIterator,0.0015,0.0016,0.0015,0.0016,0.0016,0.0016,0.0016
org.apache.commons.collections4.bloomfilter.EnhancedDoubleHasher$1,0.0016,0.0015,0.0015,0.0016,0.0016,0.0015,0.0016
org.apache.commons.collections4.list.CursorableLinkedList,0.0016,0.0016,0.0016,0.0016,0.0016,0.0016,0.0016
org.apache.commons.collections4.bloomfilter.LayeredBloomFilter,0.0016,0.0015,0.0015,0.0016,0.0015,0.0015,0.0015
org.apache.commons.collections4.set.CompositeSet,0.0015,0.0015,0.0015,0.0015,0.0015,0.0015,0.0015
org.apache.commons.collections4.list.AbstractLinkedListJava21$LinkedSubListIterator,0.0011,0.0011,0.0021,0.0011,0.0011,0.0021,0.0014
org.apache.commons.collections4.bloomfilter.SparseBloomFilter,0.0017,0.0007,0.0017,0.0007,0.0027,0.0007,0.0014
org.apache.commons.collections4.bloomfilter.ArrayCountingBloomFilter,0.0013,0.0013,0.0013,0.0014,0.0013,0.0013,0.0013
org.apache.commons.collections4.map.AbstractHashedMap$EntrySet,0.0012,0.0013,0.0013,0.0013,0.0013,0.0013,0.0013
org.apache.commons.collections4.bloomfilter.IndexExtractor$3,0.0012,0.0012,0.0013,0.0013,0.0012,0.0013,0.0012
org.apache.commons.collections4.iterators.PeekingIterator,0.0015,0.0003,0.0014,0.0014,0.0014,0.0014,0.0012
org.apache.commons.collections4.map.ConcurrentReferenceHashMap$KeySet,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012
org.apache.commons.collections4.map.AbstractReferenceMap$ReferenceBaseIterator,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012
org.apache.commons.collections4.bloomfilter.WrappedBloomFilter,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012
org.apache.commons.collections4.list.TreeList,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012
org.apache.commons.collections4.map.AbstractLinkedMap$LinkMapIterator,0.0012,0.0011,0.0012,0.0012,0.0012,0.0012,0.0012
org.apache.commons.collections4.iterators.AbstractUntypedIteratorDecorator,0.0011,0.0011,0.0012,0.0011,0.0012,0.0011,0.0011
org.apache.commons.collections4.iterators.UnmodifiableIterator,0.0011,0.0011,0.0011,0.0011,0.0011,0.0011,0.0011
org.apache.commons.collections4.queue.CircularFifoQueue$1,0.0004,0.0014,0.0014,0.0004,0.0014,0.0014,0.0011
org.apache.commons.collections4.multiset.AbstractMapMultiSet$MapBasedMultiSetIterator,0.0007,0.0007,0.0007,0.0018,0.0018,0.0007,0.0011
org.apache.commons.collections4.map.ConcurrentReferenceHashMap$Values,0.0010,0.0010,0.0010,0.0010,0.0010,0.0010,0.0010
org.apache.commons.collections4.list.SetUniqueList,0.0010,0.0010,0.0010,0.0010,0.0010,0.0010,0.0010
org.apache.commons.collections4.trie.KeyAnalyzer,0.0009,0.0010,0.0009,0.0010,0.0010,0.0010,0.0010
org.apache.commons.collections4.list.AbstractListDecorator,0.0010,0.0010,0.0010,0.0009,0.0010,0.0010,0.0010
org.apache.commons.collections4.map.PredicatedMap,0.0009,0.0009,0.0010,0.0010,0.0009,0.0010,0.0009
org.apache.commons.collections4.collection.SynchronizedCollection,0.0009,0.0009,0.0009,0.0009,0.0009,0.0009,0.0009
org.apache.commons.collections4.bloomfilter.IndexExtractor$1,0.0014,0.0004,0.0004,0.0014,0.0014,0.0004,0.0009
org.apache.commons.collections4.map.TransformedMap,0.0008,0.0009,0.0009,0.0009,0.0009,0.0009,0.0009
org.apache.commons.collections4.functors.WhileClosure,0.0010,0.0010,0.0010,0.0010,0.0000,0.0010,0.0009
org.apache.commons.collections4.ListUtils,0.0009,0.0008,0.0008,0.0009,0.0009,0.0009,0.0009
org.apache.commons.collections4.collection.CompositeCollection,0.0009,0.0008,0.0009,0.0009,0.0008,0.0009,0.0009
org.apache.commons.collections4.map.AbstractHashedMap$KeySet,0.0009,0.0008,0.0009,0.0008,0.0008,0.0008,0.0008
org.apache.commons.collections4.trie.AbstractPatriciaTrie$TrieEntry,0.0008,0.0008,0.0008,0.0008,0.0008,0.0009,0.0008
org.apache.commons.collections4.bag.TreeBag,0.0008,0.0008,0.0008,0.0008,0.0008,0.0008,0.0008
org.apache.commons.collections4.list.TreeList$TreeListIterator,0.0008,0.0008,0.0008,0.0008,0.0008,0.0008,0.0008
org.apache.commons.collections4.set.UnmodifiableSet,0.0008,0.0008,0.0008,0.0008,0.0008,0.0008,0.0008
org.apache.commons.collections4.map.MultiValueMap,0.0007,0.0007,0.0007,0.0008,0.0008,0.0007,0.0007
org.apache.commons.collections4.collection.PredicatedCollection,0.0007,0.0007,0.0007,0.0007,0.0007,0.0008,0.0007
org.apache.commons.collections4.set.ListOrderedSet,0.0007,0.0007,0.0007,0.0007,0.0007,0.0007,0.0007
org.apache.commons.collections4.map.SingletonMap,0.0007,0.0007,0.0007,0.0007,0.0007,0.0008,0.0007
org.apache.commons.collections4.trie.AbstractBitwiseTrie$BasicEntry,0.0007,0.0007,0.0007,0.0007,0.0007,0.0007,0.0007
org.apache.commons.collections4.map.ListOrderedMap$EntrySetView,0.0007,0.0007,0.0007,0.0007,0.0007,0.0007,0.0007
org.apache.commons.collections4.multimap.AbstractMultiValuedMap$ValuesIterator,0.0007,0.0007,0.0007,0.0007,0.0007,0.0007,0.0007
org.apache.commons.collections4.bloomfilter.LayerManager$Cleanup,0.0007,0.0007,0.0007,0.0007,0.0007,0.0007,0.0007
org.apache.commons.collections4.map.AbstractHashedMap$Values,0.0006,0.0006,0.0006,0.0006,0.0007,0.0007,0.0006
org.apache.commons.collections4.map.LinkedMap,0.0001,0.0011,0.0001,0.0001,0.0011,0.0011,0.0006
org.apache.commons.collections4.set.AbstractSetDecorator,0.0006,0.0006,0.0006,0.0006,0.0006,0.0006,0.0006
org.apache.commons.collections4.list.NodeCachingLinkedList,0.0006,0.0006,0.0006,0.0006,0.0006,0.0006,0.0006
org.apache.commons.collections4.functors.TruePredicate,0.0006,0.0006,0.0006,0.0006,0.0006,0.0006,0.0006
org.apache.commons.collections4.multimap.AbstractMultiValuedMap$WrappedCollection,0.0006,0.0006,0.0006,0.0006,0.0006,0.0006,0.0006
org.apache.commons.collections4.list.CursorableLinkedList$SubCursor,0.0011,0.0001,0.0001,0.0001,0.0011,0.0011,0.0006
org.apache.commons.collections4.map.ReferenceIdentityMap,0.0005,0.0006,0.0006,0.0006,0.0006,0.0006,0.0006
org.apache.commons.collections4.iterators.FilterIterator,0.0014,0.0004,0.0004,0.0004,0.0004,0.0004,0.0006
org.apache.commons.collections4.keyvalue.AbstractMapEntryDecorator,0.0006,0.0006,0.0006,0.0006,0.0006,0.0006,0.0006
org.apache.commons.collections4.multimap.TransformedMultiValuedMap,0.0006,0.0006,0.0006,0.0006,0.0006,0.0006,0.0006
org.apache.commons.collections4.comparators.ComparableComparator,0.0006,0.0006,0.0006,0.0006,0.0006,0.0006,0.0006
org.apache.commons.collections4.map.UnmodifiableEntrySet,0.0006,0.0006,0.0006,0.0006,0.0006,0.0006,0.0006
org.apache.commons.collections4.multimap.AbstractMultiValuedMapDecorator,0.0006,0.0006,0.0005,0.0006,0.0006,0.0006,0.0006
org.apache.commons.collections4.trie.AbstractPatriciaTrie$AbstractTrieIterator,0.0005,0.0005,0.0006,0.0005,0.0005,0.0006,0.0005
org.apache.commons.collections4.set.MapBackedSet,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005
org.apache.commons.collections4.iterators.FilterListIterator,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005
org.apache.commons.collections4.iterators.ZippingIterator,0.0002,0.0002,0.0002,0.0012,0.0002,0.0012,0.0005
org.apache.commons.collections4.bidimap.DualTreeBidiMap,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005
org.apache.commons.collections4.iterators.AbstractListIteratorDecorator,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005
org.apache.commons.collections4.TransformerUtils,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005
org.apache.commons.collections4.bag.CollectionBag,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005
org.apache.commons.collections4.list.PredicatedList,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005
org.apache.commons.collections4.iterators.ArrayIterator,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005
org.apache.commons.collections4.iterators.ListIteratorWrapper,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005
org.apache.commons.collections4.comparators.FixedOrderComparator,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005
org.apache.commons.collections4.map.StaticBucketMap$BaseIterator,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005
org.apache.commons.collections4.iterators.BoundedIterator,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005
org.apache.commons.collections4.list.TransformedList,0.0004,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005
org.apache.commons.collections4.bag.CollectionSortedBag,0.0005,0.0004,0.0005,0.0005,0.0005,0.0004,0.0005
org.apache.commons.collections4.iterators.ObjectGraphIterator,0.0004,0.0005,0.0005,0.0005,0.0004,0.0005,0.0005
org.apache.commons.collections4.collection.IndexedCollection,0.0005,0.0004,0.0005,0.0005,0.0004,0.0005,0.0005
org.apache.commons.collections4.functors.NOPTransformer,0.0004,0.0004,0.0005,0.0005,0.0004,0.0005,0.0004
org.apache.commons.collections4.bidimap.UnmodifiableSortedBidiMap,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004
org.apache.commons.collections4.iterators.ObjectArrayIterator,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004
org.apache.commons.collections4.map.CaseInsensitiveMap,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004
org.apache.commons.collections4.trie.AbstractPatriciaTrie$EntrySet,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004
org.apache.commons.collections4.trie.UnmodifiableTrie,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004
org.apache.commons.collections4.FluentIterable,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004
org.apache.commons.collections4.map.AbstractLinkedMap$KeySetIterator,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004
org.apache.commons.collections4.map.AbstractReferenceMap$WeakRef,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004
org.apache.commons.collections4.map.AbstractLinkedMap$EntrySetIterator,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004
org.apache.commons.collections4.multimap.AbstractListValuedMap,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004
org.apache.commons.collections4.bidimap.AbstractDualBidiMap$View,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004
org.apache.commons.collections4.map.AbstractLinkedMap$ValuesIterator,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004
org.apache.commons.collections4.list.AbstractLinkedList$LinkedSubList,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004
org.apache.commons.collections4.bloomfilter.CellExtractor$1,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004
org.apache.commons.collections4.map.UnmodifiableOrderedMap,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004
org.apache.commons.collections4.bidimap.TreeBidiMap$AbstractViewIterator,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004
org.apache.commons.collections4.bidimap.UnmodifiableOrderedBidiMap,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004
org.apache.commons.collections4.functors.ConstantFactory,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004
org.apache.commons.collections4.comparators.ReverseComparator,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004
org.apache.commons.collections4.collection.TransformedCollection,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004
org.apache.commons.collections4.bloomfilter.CountingBloomFilter,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004
org.apache.commons.collections4.map.AbstractInputCheckedMapDecorator,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004
org.apache.commons.collections4.list.LazyList,0.0002,0.0002,0.0002,0.0014,0.0002,0.0002,0.0004
org.apache.commons.collections4.map.ConcurrentReferenceHashMap$EntryIterator,0.0004,0.0003,0.0004,0.0004,0.0004,0.0004,0.0004
org.apache.commons.collections4.bloomfilter.IndexExtractor,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004
org.apache.commons.collections4.iterators.AbstractEmptyIterator,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004
org.apache.commons.collections4.bidimap.AbstractDualBidiMap$EntrySet,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004
org.apache.commons.collections4.multiset.AbstractMultiSet,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004
org.apache.commons.collections4.comparators.ComparatorChain,0.0004,0.0003,0.0004,0.0004,0.0004,0.0003,0.0004
org.apache.commons.collections4.map.StaticBucketMap$Node,0.0003,0.0003,0.0003,0.0004,0.0003,0.0003,0.0003
org.apache.commons.collections4.list.UnmodifiableList,0.0004,0.0003,0.0003,0.0003,0.0003,0.0003,0.0003
org.apache.commons.collections4.SetUtils,0.0003,0.0003,0.0003,0.0004,0.0003,0.0003,0.0003
org.apache.commons.collections4.bag.PredicatedBag,0.0003,0.0004,0.0003,0.0004,0.0003,0.0003,0.0003
org.apache.commons.collections4.properties.OrderedProperties,0.0003,0.0003,0.0003,0.0003,0.0003,0.0003,0.0003
org.apache.commons.collections4.bidimap.UnmodifiableBidiMap,0.0003,0.0003,0.0004,0.0003,0.0003,0.0003,0.0003
org.apache.commons.collections4.list.AbstractLinkedListJava21$LinkedSubList,0.0004,0.0003,0.0003,0.0003,0.0003,0.0003,0.0003
org.apache.commons.collections4.bag.AbstractBagDecorator,0.0003,0.0003,0.0003,0.0003,0.0003,0.0003,0.0003
org.apache.commons.collections4.map.UnmodifiableSortedMap,0.0003,0.0003,0.0003,0.0003,0.0003,0.0003,0.0003
org.apache.commons.collections4.trie.AbstractPatriciaTrie$PrefixRangeMap,0.0003,0.0003,0.0003,0.0003,0.0003,0.0003,0.0003
org.apache.commons.collections4.bidimap.TreeBidiMap$EntryView,0.0003,0.0003,0.0003,0.0003,0.0003,0.0003,0.0003
org.apache.commons.collections4.iterators.EmptyIterator,0.0003,0.0003,0.0003,0.0003,0.0003,0.0003,0.0003
org.apache.commons.collections4.Transformer,0.0003,0.0003,0.0003,0.0003,0.0003,0.0003,0.0003
org.apache.commons.collections4.keyvalue.AbstractKeyValue,0.0003,0.0003,0.0003,0.0003,0.0003,0.0003,0.0003
org.apache.commons.collections4.CollectionUtils$SetOperationCardinalityHelper,0.0001,0.0001,0.0012,0.0001,0.0001,0.0001,0.0003
org.apache.commons.collections4.multimap.AbstractSetValuedMap,0.0003,0.0003,0.0003,0.0003,0.0003,0.0003,0.0003
org.apache.commons.collections4.properties.AbstractPropertiesFactory,0.0003,0.0003,0.0003,0.0003,0.0003,0.0003,0.0003
org.apache.commons.collections4.multimap.AbstractMultiValuedMap$AsMap,0.0003,0.0003,0.0003,0.0003,0.0003,0.0003,0.0003
org.apache.commons.collections4.map.ConcurrentReferenceHashMap$ValueIterator,0.0003,0.0003,0.0003,0.0003,0.0003,0.0003,0.0003
org.apache.commons.collections4.bag.TransformedBag,0.0003,0.0003,0.0003,0.0003,0.0003,0.0003,0.0003
org.apache.commons.collections4.bidimap.AbstractBidiMapDecorator,0.0003,0.0003,0.0003,0.0003,0.0003,0.0003,0.0003
org.apache.commons.collections4.multimap.AbstractListValuedMap$WrappedList,0.0003,0.0003,0.0003,0.0003,0.0003,0.0003,0.0003
org.apache.commons.collections4.map.UnmodifiableMap,0.0003,0.0003,0.0003,0.0003,0.0003,0.0003,0.0003
org.apache.commons.collections4.map.Flat3Map$FlatMapEntry,0.0003,0.0003,0.0002,0.0003,0.0003,0.0003,0.0003
org.apache.commons.collections4.map.StaticBucketMap$EntrySet,0.0003,0.0003,0.0003,0.0003,0.0002,0.0003,0.0003
org.apache.commons.collections4.map.FixedSizeSortedMap,0.0003,0.0003,0.0002,0.0003,0.0003,0.0003,0.0003
org.apache.commons.collections4.functors.FunctorUtils,0.0003,0.0003,0.0003,0.0003,0.0003,0.0003,0.0003
org.apache.commons.collections4.iterators.UnmodifiableListIterator,0.0002,0.0003,0.0003,0.0003,0.0003,0.0003,0.0003
org.apache.commons.collections4.map.FixedSizeMap,0.0002,0.0003,0.0003,0.0002,0.0003,0.0002,0.0003
org.apache.commons.collections4.keyvalue.TiedMapEntry,0.0003,0.0002,0.0002,0.0002,0.0002,0.0003,0.0002
org.apache.commons.collections4.iterators.AbstractIteratorDecorator,0.0003,0.0002,0.0002,0.0003,0.0002,0.0003,0.0002
org.apache.commons.collections4.iterators.LoopingListIterator,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002
org.apache.commons.collections4.FactoryUtils,0.0002,0.0002,0.0003,0.0002,0.0002,0.0002,0.0002
org.apache.commons.collections4.set.PredicatedSet,0.0002,0.0002,0.0003,0.0002,0.0002,0.0002,0.0002
org.apache.commons.collections4.PredicateUtils,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002
org.apache.commons.collections4.collection.UnmodifiableCollection,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002
org.apache.commons.collections4.list.FixedSizeList,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002
org.apache.commons.collections4.iterators.TransformIterator,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002
org.apache.commons.collections4.functors.FactoryTransformer,0.0002,0.0002,0.0002,0.0002,0.0002,0.0003,0.0002
org.apache.commons.collections4.bloomfilter.CountingLongPredicate,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002
org.apache.commons.collections4.trie.AbstractPatriciaTrie$KeySet,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002
org.apache.commons.collections4.map.ConcurrentReferenceHashMap$KeyIterator,0.0003,0.0002,0.0002,0.0002,0.0003,0.0002,0.0002
org.apache.commons.collections4.iterators.SkippingIterator,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002
org.apache.commons.collections4.bidimap.TreeBidiMap$Inverse,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002
org.apache.commons.collections4.map.LazyMap,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002
org.apache.commons.collections4.functors.EqualPredicate,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002
org.apache.commons.collections4.multiset.PredicatedMultiSet,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002
org.apache.commons.collections4.map.ListOrderedMap$KeySetView,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002
org.apache.commons.collections4.bloomfilter.BitMapExtractor,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002
org.apache.commons.collections4.iterators.SingletonIterator,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002
org.apache.commons.collections4.bloomfilter.LayerManager$Builder,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002
org.apache.commons.collections4.map.DefaultedMap,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002
org.apache.commons.collections4.functors.InvokerTransformer,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002
org.apache.commons.collections4.map.ListOrderedMap$ValuesView,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002
org.apache.commons.collections4.multiset.SynchronizedMultiSet,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002
org.apache.commons.collections4.map.AbstractInputCheckedMapDecorator$EntrySet,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002
org.apache.commons.collections4.list.AbstractLinkedList$Node,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002
org.apache.commons.collections4.bidimap.AbstractDualBidiMap$EntrySetIterator,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002
org.apache.commons.collections4.map.AbstractHashedMap$HashMapIterator,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002
