seed,round0,round1,round2,round3,round4,round5,avg.,/avg. default,T-test,U-test
default,1169737,1197085,1171531,1188130,1210061,1183375,1186653.17,1.00,1.0000,1.0000
single-group,1303609,1316666,1291445,1328969,1235897,1383771,1310059.50,1.10,0.0001,0.0022
single-group_random-42,1185675,1168466,1169645,1206110,1198442,1187554,1185982.00,1.00,0.9407,0.8182
single-group_random-43,1217404,1209393,1204924,1198230,1224278,1218906,1212189.17,1.02,0.0064,0.0152
single-group_random-44,1197683,1166384,1188927,1177254,1190477,1183190,1183985.83,1.00,0.7373,0.9372
single-group_random-45,1157384,1199732,1183495,1218035,1186274,1177887,1187134.50,1.00,0.9642,0.9372
single-group_random-46,1170561,1203823,1186042,1197082,1176213,1168190,1183651.83,1.00,0.7357,0.6991
