clazz,method,methodDesc,indexes,mutator,test,default,sgl_grp,def_ln-freq_def,def_def_shuf,clz_clz-cvg_def,clz_ln-cvg_def,n-tst_clz-cvg_def,n-tst_ln-cvg_def,n-tst_clz-sim_def,n-tst_clz-diff_def,n-tst_clz-ext_def,n-tst_ln-ext_def,01-tst_clz-cvg_def,01-tst_ln-cvg_def
org.apache.commons.csv.CSVParser,handleNull,(Ljava/lang/String;)Ljava/lang/String;,[29],org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,org.apache.commons.csv.CSVPrinterTest.[engine:junit-jupiter]/[class:org.apache.commons.csv.CSVPrinterTest]/[method:testRandomPostgreSqlText()],FLAKY,FLAKY,FLAKY,FLAKY,KILLED,FLAKY,FLAKY,FLAKY,FLAKY,KILLED,SURVIVED,FLAKY,SURVIVED,FLAKY
org.apache.commons.csv.CSVParser,handleNull,(Ljava/lang/String;)Ljava/lang/String;,[37],org.pitest.mutationtest.engine.gregor.mutators.returns.EmptyObjectReturnValsMutator,org.apache.commons.csv.CSVPrinterTest.[engine:junit-jupiter]/[class:org.apache.commons.csv.CSVPrinterTest]/[method:testRandomPostgreSqlText()],FLAKY,KILLED,SURVIVED,FLAKY,KILLED,KILLED,FLAKY,FLAKY,FLAKY,KILLED,KILLED,FLAKY,FLAKY,FLAKY
