clazz,method,methodDesc,indexes,mutator,test,default,sgl_grp,def_ln-freq_def,def_def_shuf,clz_clz-cvg_def,clz_ln-cvg_def,n-tst_clz-cvg_def,n-tst_ln-cvg_def,n-tst_clz-sim_def,n-tst_clz-diff_def,n-tst_clz-ext_def,n-tst_ln-ext_def,01-tst_clz-cvg_def,01-tst_ln-cvg_def
org.apache.hc.core5.util.TimeValue,isPositive,(Lorg/apache/hc/core5/util/TimeValue;)Z,[9],org.pitest.mutationtest.engine.gregor.mutators.ConditionalsBoundaryMutator,org.apache.hc.core5.pool.TestLaxConnPool.[engine:junit-jupiter]/[class:org.apache.hc.core5.pool.TestLaxConnPool]/[method:testLeaseReleaseMultiThreaded()],KILLED,SURVIVED,FLAKY,SURVIVED,KILLED,FLAKY,FLAKY,SURVIVED,SURVIVED,FLAKY,FLAKY,SURVIVED,FLAKY,FLAKY
org.apache.hc.core5.util.TimeValue,isPositive,(Lorg/apache/hc/core5/util/TimeValue;)Z,[9],org.pitest.mutationtest.engine.gregor.mutators.ConditionalsBoundaryMutator,org.apache.hc.core5.pool.TestStrictConnPool.[engine:junit-jupiter]/[class:org.apache.hc.core5.pool.TestStrictConnPool]/[method:testLeaseReleaseMultiThreaded()],KILLED,FLAKY,KILLED,FLAKY,KILLED,KILLED,KILLED,KILLED,FLAKY,FLAKY,KILLED,SURVIVED,KILLED,FLAKY
org.apache.hc.core5.util.TimeValue,isPositive,(Lorg/apache/hc/core5/util/TimeValue;)Z,[17],org.pitest.mutationtest.engine.gregor.mutators.returns.BooleanTrueReturnValsMutator,org.apache.hc.core5.pool.TestStrictConnPool.[engine:junit-jupiter]/[class:org.apache.hc.core5.pool.TestStrictConnPool]/[method:testLeaseReleaseMultiThreaded()],FLAKY,KILLED,KILLED,KILLED,FLAKY,KILLED,KILLED,FLAKY,SURVIVED,FLAKY,KILLED,FLAKY,KILLED,FLAKY
org.apache.hc.core5.http.nio.support.classic.SharedOutputBuffer,flush,(Lorg/apache/hc/core5/http/nio/DataStreamChannel;)V,[19],org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,org.apache.hc.core5.http.nio.support.classic.TestSharedOutputBuffer.[engine:junit-jupiter]/[class:org.apache.hc.core5.http.nio.support.classic.TestSharedOutputBuffer]/[test-template:testMultithreadingWriteStream()]/[test-template-invocation:#16],FLAKY,FLAKY,FLAKY,FLAKY,SURVIVED,KILLED,FLAKY,FLAKY,FLAKY,FLAKY,FLAKY,FLAKY,FLAKY,FLAKY
org.apache.hc.core5.http.nio.support.classic.SharedOutputBuffer,flush,(Lorg/apache/hc/core5/http/nio/DataStreamChannel;)V,[19],org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,org.apache.hc.core5.http.nio.support.classic.TestSharedOutputBuffer.[engine:junit-jupiter]/[class:org.apache.hc.core5.http.nio.support.classic.TestSharedOutputBuffer]/[test-template:testMultithreadingWriteStream()]/[test-template-invocation:#19],KILLED,FLAKY,FLAKY,FLAKY,FLAKY,FLAKY,FLAKY,SURVIVED,FLAKY,SURVIVED,FLAKY,FLAKY,FLAKY,FLAKY
org.apache.hc.core5.http.nio.support.classic.SharedOutputBuffer,flush,(Lorg/apache/hc/core5/http/nio/DataStreamChannel;)V,[19],org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,org.apache.hc.core5.http.nio.support.classic.TestSharedOutputBuffer.[engine:junit-jupiter]/[class:org.apache.hc.core5.http.nio.support.classic.TestSharedOutputBuffer]/[test-template:testMultithreadingWriteStream()]/[test-template-invocation:#18],KILLED,SURVIVED,FLAKY,FLAKY,FLAKY,FLAKY,FLAKY,FLAKY,FLAKY,FLAKY,FLAKY,FLAKY,FLAKY,FLAKY
org.apache.hc.core5.http.nio.support.classic.SharedOutputBuffer,flush,(Lorg/apache/hc/core5/http/nio/DataStreamChannel;)V,[19],org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,org.apache.hc.core5.http.nio.support.classic.TestSharedOutputBuffer.[engine:junit-jupiter]/[class:org.apache.hc.core5.http.nio.support.classic.TestSharedOutputBuffer]/[test-template:testMultithreadingWriteStream()]/[test-template-invocation:#8],KILLED,FLAKY,FLAKY,SURVIVED,FLAKY,FLAKY,KILLED,FLAKY,SURVIVED,FLAKY,SURVIVED,FLAKY,FLAKY,FLAKY
